album_id,artist_ids,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,name,popularity,preview_url,track_number,type,uri
0SJjqErbyJDc46YKzV4ein,"[""2hejA1Dkf8v8R0koF44FvW""]",1,272000,1,"{""isrc"": ""QZNJV2030100""}","{""spotify"": ""https://open.spotify.com/track/00Lz6oOMNjlCthAaiQLsfr""}",https://api.spotify.com/v1/tracks/00Lz6oOMNjlCthAaiQLsfr,00Lz6oOMNjlCthAaiQLsfr,0,Maldito Romántico,56,https://p.scdn.co/mp3-preview/302984cdd65194bcdaf313e58a07dccad0232665?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,6,track,spotify:track:00Lz6oOMNjlCthAaiQLsfr
3T14jWL8l2JUSYzh67Crf6,"[""5pR3pEU0bCMZhhAzag3DUz""]",1,267333,1,"{""isrc"": ""QZ5AB2005480""}","{""spotify"": ""https://open.spotify.com/track/00TPikzhlAO79taN4K8VDK""}",https://api.spotify.com/v1/tracks/00TPikzhlAO79taN4K8VDK,00TPikzhlAO79taN4K8VDK,0,Kintsugi,36,https://p.scdn.co/mp3-preview/48d618b53bbc4a383b72ee9d390b2f9c9242b49c?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,8,track,spotify:track:00TPikzhlAO79taN4K8VDK
70WPUwHcJq2pRObNPByUaV,"[""4TPTW3cTwUtiihgOMSQfmy""]",1,275933,0,"{""isrc"": ""US66W0500158""}","{""spotify"": ""https://open.spotify.com/track/00Z3s0Xw7oE3fgTSZVjEFs""}",https://api.spotify.com/v1/tracks/00Z3s0Xw7oE3fgTSZVjEFs,00Z3s0Xw7oE3fgTSZVjEFs,0,Mirando a las muchachas,41,https://p.scdn.co/mp3-preview/5653f61b22f737f2db1a845ff84696d712faa41a?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,3,track,spotify:track:00Z3s0Xw7oE3fgTSZVjEFs
0u6btZI3GPFtYX8T4DDW8O,"[""07PdYoE4jVRF6Ut40GgVSP""]",1,225240,1,"{""isrc"": ""MX3601600027""}","{""spotify"": ""https://open.spotify.com/track/00jpfco62YfQj1BBYCCuKH""}",https://api.spotify.com/v1/tracks/00jpfco62YfQj1BBYCCuKH,00jpfco62YfQj1BBYCCuKH,0,Leve,72,https://p.scdn.co/mp3-preview/c9db5bf6d46d7b2db23486962159ac211ce39b82?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,2,track,spotify:track:00jpfco62YfQj1BBYCCuKH
2ORTPJq31Eq2jpcmPt6ZN9,"[""5jqthxfFYopjmVQ2ZI4fK1""]",1,250681,1,"{""isrc"": ""QZHZ41977893""}","{""spotify"": ""https://open.spotify.com/track/00qVP7ZX0UJqvqJrhZWgYq""}",https://api.spotify.com/v1/tracks/00qVP7ZX0UJqvqJrhZWgYq,00qVP7ZX0UJqvqJrhZWgYq,0,Núm3Ros,0,https://p.scdn.co/mp3-preview/e7f7cd2f85157efad8b151e86732308e91aa2f07?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:00qVP7ZX0UJqvqJrhZWgYq
6pV6SSMwxUzqGRC5OZjrCi,"[""3vV4Tf1iC8vEP9fLOLGUfP""]",1,121895,1,"{""isrc"": ""QMBZ92263756""}","{""spotify"": ""https://open.spotify.com/track/00r6SXWE6lvfikdbsl6qSR""}",https://api.spotify.com/v1/tracks/00r6SXWE6lvfikdbsl6qSR,00r6SXWE6lvfikdbsl6qSR,0,Cuando,0,https://p.scdn.co/mp3-preview/a0ca7466d55aed8b5ed80a5fa58c737488a4abc2?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:00r6SXWE6lvfikdbsl6qSR
6GPiGDV1SQaZJPuUSXmeKF,"[""4RtYPfT9hi1qBolEuVArOG""]",1,134930,1,"{""isrc"": ""QZHZ31954891""}","{""spotify"": ""https://open.spotify.com/track/01CASOFogcu3yZaARvxtAc""}",https://api.spotify.com/v1/tracks/01CASOFogcu3yZaARvxtAc,01CASOFogcu3yZaARvxtAc,0,Del Año,23,https://p.scdn.co/mp3-preview/ff61008c76865ca9182a46e6654bb23e1fa3abb4?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,4,track,spotify:track:01CASOFogcu3yZaARvxtAc
3q2FYHcefIUIvAEBHWcdyT,"[""2bj9MQez88g09q4NSr2xjS""]",1,161359,0,"{""isrc"": ""USHM81936465""}","{""spotify"": ""https://open.spotify.com/track/01kr3PnbFQZXP5XdPedwpx""}",https://api.spotify.com/v1/tracks/01kr3PnbFQZXP5XdPedwpx,01kr3PnbFQZXP5XdPedwpx,0,Mala Mía,27,https://p.scdn.co/mp3-preview/0f31a5e4c4a16bf9521fecfcac135706fe0ac483?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:01kr3PnbFQZXP5XdPedwpx
0rEzNORhsOrbHxxZxUe67P,"[""6JG2QQcaQBzinELNvu9PRk""]",1,219785,1,"{""isrc"": ""QZHZ31916305""}","{""spotify"": ""https://open.spotify.com/track/01nV5tQ4pCpKIIJ3AVxKdv""}",https://api.spotify.com/v1/tracks/01nV5tQ4pCpKIIJ3AVxKdv,01nV5tQ4pCpKIIJ3AVxKdv,0,Generé,32,https://p.scdn.co/mp3-preview/3eaefe29906bd8f75be2c30c9a8a4f1459ff2622?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,7,track,spotify:track:01nV5tQ4pCpKIIJ3AVxKdv
3Eubo97y5NcXWz7PsCzHIT,"[""5ZNxiPcbKgaNcBrERMpqeu""]",2,296751,0,"{""isrc"": ""ES6880400795""}","{""spotify"": ""https://open.spotify.com/track/02dphTJYUQ9pmdNC52iyOz""}",https://api.spotify.com/v1/tracks/02dphTJYUQ9pmdNC52iyOz,02dphTJYUQ9pmdNC52iyOz,0,Fiesta Pagana,69,https://p.scdn.co/mp3-preview/97ed24596d45ce26ebeb048d6d7d8e778761949b?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:02dphTJYUQ9pmdNC52iyOz
3yqcj5G3zkeXuWIx6cjQgx,"[""0yNSzH5nZmHzeE2xn6Xshb""]",1,305626,0,"{""isrc"": ""USSD11000429""}","{""spotify"": ""https://open.spotify.com/track/02q7As6vetjqpk8QfDS7wM""}",https://api.spotify.com/v1/tracks/02q7As6vetjqpk8QfDS7wM,02q7As6vetjqpk8QfDS7wM,0,El Hormiguero,39,https://p.scdn.co/mp3-preview/a244361c2a09e52ef37aa04f17290a04a46a4b06?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,12,track,spotify:track:02q7As6vetjqpk8QfDS7wM
3JQEMF8g2t7S3LwKnCDRAO,"[""0SmgVe3giVHaJjGmIz8xA4""]",1,203903,0,"{""isrc"": ""US3DF2262896""}","{""spotify"": ""https://open.spotify.com/track/02xp4s1Gernkyo5argLVek""}",https://api.spotify.com/v1/tracks/02xp4s1Gernkyo5argLVek,02xp4s1Gernkyo5argLVek,0,Sin Ti,30,https://p.scdn.co/mp3-preview/cca37b772a049087d0f282dcf5e5d00e354fc738?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,4,track,spotify:track:02xp4s1Gernkyo5argLVek
2O7cQAYJS1686UTsOtEEml,"[""30CTTIqrcr82nS6B40j975""]",1,182177,1,"{""isrc"": ""TCADE1748327""}","{""spotify"": ""https://open.spotify.com/track/02yRYn1ZL4oEgFvTjdZc18""}",https://api.spotify.com/v1/tracks/02yRYn1ZL4oEgFvTjdZc18,02yRYn1ZL4oEgFvTjdZc18,0,High so High,45,https://p.scdn.co/mp3-preview/b937c30376f66793a2db16a4ca54cca8d8aa5dd8?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,2,track,spotify:track:02yRYn1ZL4oEgFvTjdZc18
63AS1gi3b6PVi0HgIKZ1eq,"[""645xd9cHiiLqqehoLzLMDR""]",1,156500,1,"{""isrc"": ""QZ5AB1627912""}","{""spotify"": ""https://open.spotify.com/track/03K83Z46K5t8VlhLrh9l6v""}",https://api.spotify.com/v1/tracks/03K83Z46K5t8VlhLrh9l6v,03K83Z46K5t8VlhLrh9l6v,0,Astronauta de Tus Lunares,60,https://p.scdn.co/mp3-preview/ef4bc6750061a6068da7bfb781188b308c1b1ce9?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,3,track,spotify:track:03K83Z46K5t8VlhLrh9l6v
0uEAjbeFr70dBF41LTs1cD,"[""716NhGYqD1jl2wI1Qkgq36""]",1,158086,1,"{""isrc"": ""UYB282101017""}","{""spotify"": ""https://open.spotify.com/track/03LfOYi0icz4souspZVVhq""}",https://api.spotify.com/v1/tracks/03LfOYi0icz4souspZVVhq,03LfOYi0icz4souspZVVhq,0,"Nicky Jam: Bzrp Music Sessions, Vol. 41",75,https://p.scdn.co/mp3-preview/fc6ec26be9a4ab648329f705f66055bc94ba1692?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:03LfOYi0icz4souspZVVhq
4XRAsQ2FrIhcUiOGyko5DB,"[""1FCItwxfRieMGhR0eRxotU""]",1,161483,0,"{""isrc"": ""QZHZ32070871""}","{""spotify"": ""https://open.spotify.com/track/03LrV2F4RWe8sViFjSLXkI""}",https://api.spotify.com/v1/tracks/03LrV2F4RWe8sViFjSLXkI,03LrV2F4RWe8sViFjSLXkI,0,Independiente,54,https://p.scdn.co/mp3-preview/d8fd28d66867927037e57652fe3cabd1c2c42a6a?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:03LrV2F4RWe8sViFjSLXkI
659AbE0nWrkWBVzZ2rHxYq,"[""2I8hlGzbnZKwkCg1EicEdG""]",1,221538,0,"{""isrc"": ""USANG2121552""}","{""spotify"": ""https://open.spotify.com/track/04iNeBioZRornBNjEuMMBv""}",https://api.spotify.com/v1/tracks/04iNeBioZRornBNjEuMMBv,04iNeBioZRornBNjEuMMBv,0,Vagos,27,https://p.scdn.co/mp3-preview/dcc9dbf8be56519135e7c2e4a37ffc46c5bdf31f?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:04iNeBioZRornBNjEuMMBv
4cM23aZSWB8PP6LtYRNXrs,"[""1gPiNBRjOB9XochAAFR3iM""]",1,176448,1,"{""isrc"": ""TCADL1817723""}","{""spotify"": ""https://open.spotify.com/track/04pXFOH77MFfmZBRXPJgcL""}",https://api.spotify.com/v1/tracks/04pXFOH77MFfmZBRXPJgcL,04pXFOH77MFfmZBRXPJgcL,0,Keeping G (feat. Kingzoo),24,https://p.scdn.co/mp3-preview/4b76df09c594ff032654b81c1bffbb5882612a67?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,12,track,spotify:track:04pXFOH77MFfmZBRXPJgcL
4cNIPPOv2HX0SYpNLwE386,"[""30BSBWLKnYJION1lCPugXc""]",1,237045,1,"{""isrc"": ""USDHM1412141""}","{""spotify"": ""https://open.spotify.com/track/05E6ocoyTFoqMFnUM0x31X""}",https://api.spotify.com/v1/tracks/05E6ocoyTFoqMFnUM0x31X,05E6ocoyTFoqMFnUM0x31X,0,Para Quien Se Creyó Capaz,19,https://p.scdn.co/mp3-preview/0276367fae64c7d82ce0fe4fccf25834b6382735?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,9,track,spotify:track:05E6ocoyTFoqMFnUM0x31X
1O9xj7nP0nQ0DQXUY4phFT,"[""341CfLcUdaBGixB8IJjYwW""]",1,240000,1,"{""isrc"": ""QM6MZ2143141""}","{""spotify"": ""https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe""}",https://api.spotify.com/v1/tracks/06IceO7e9isF3nX3y7dOTe,06IceO7e9isF3nX3y7dOTe,0,Grandes Ligas,70,https://p.scdn.co/mp3-preview/7d60ec00069f121db9850d005baa5ae844247d2c?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:06IceO7e9isF3nX3y7dOTe
0f5Bxz0icXVD2B4BldVU0z,"[""51yyeVxyvecgePAWXmeLUE""]",1,266293,0,"{""isrc"": ""QZNJX2192405""}","{""spotify"": ""https://open.spotify.com/track/06rWaTVsvRgzMR4jfSbmIW""}",https://api.spotify.com/v1/tracks/06rWaTVsvRgzMR4jfSbmIW,06rWaTVsvRgzMR4jfSbmIW,0,Hace Mucho Tiempo,17,https://p.scdn.co/mp3-preview/077b14d083f61317c5d644fde3210673fe173192?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,17,track,spotify:track:06rWaTVsvRgzMR4jfSbmIW
4S9AgwIwzNCbmqb1fngvm0,"[""35BPWrbRCzHa7yWWvCi8BI""]",1,201049,1,"{""isrc"": ""QZHZ32159749""}","{""spotify"": ""https://open.spotify.com/track/06xVM8GwnR1QHgEQgIADpi""}",https://api.spotify.com/v1/tracks/06xVM8GwnR1QHgEQgIADpi,06xVM8GwnR1QHgEQgIADpi,0,Real 87,7,https://p.scdn.co/mp3-preview/da746790e2ae0fd771dc11e2fd7d7ed93d23820a?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,4,track,spotify:track:06xVM8GwnR1QHgEQgIADpi
1yM29w2suYVpMursUbXQMi,"[""4QFG9KrGWEbr6hNA58CAqE""]",1,289913,1,"{""isrc"": ""QMDA72154014""}","{""spotify"": ""https://open.spotify.com/track/07V6yFnZ8a6N35IzuIsUGl""}",https://api.spotify.com/v1/tracks/07V6yFnZ8a6N35IzuIsUGl,07V6yFnZ8a6N35IzuIsUGl,0,So High,55,https://p.scdn.co/mp3-preview/ec16ee0203d54a8c26765ee8c34d194103e44add?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,18,track,spotify:track:07V6yFnZ8a6N35IzuIsUGl
1CEeqK9sKrE7LzUHeT3bfP,"[""0g9vAlRPK9Gt3FKCekk4TW""]",1,356832,1,"{""isrc"": ""TCACU1631322""}","{""spotify"": ""https://open.spotify.com/track/09avKKLKXaJcbeaGTmLCOs""}",https://api.spotify.com/v1/tracks/09avKKLKXaJcbeaGTmLCOs,09avKKLKXaJcbeaGTmLCOs,0,D.R.U.G.S.,41,https://p.scdn.co/mp3-preview/724f53a168ea2646bbba4c719a4bd0ae5abfefda?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,12,track,spotify:track:09avKKLKXaJcbeaGTmLCOs
2Bd03Vcmh8Sl4aCuyTQwex,"[""7An4yvF7hDYDolN4m5zKBp""]",1,294306,0,"{""isrc"": ""ARF039600766""}","{""spotify"": ""https://open.spotify.com/track/09gDnqdv7qrIYKAmdeHx7r""}",https://api.spotify.com/v1/tracks/09gDnqdv7qrIYKAmdeHx7r,09gDnqdv7qrIYKAmdeHx7r,0,Entre Canibales - MTV Unplugged,32,https://p.scdn.co/mp3-preview/6131654731d76b4658854ff3d9a7bd7a5408d6d0?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,3,track,spotify:track:09gDnqdv7qrIYKAmdeHx7r
0f5Bxz0icXVD2B4BldVU0z,"[""51yyeVxyvecgePAWXmeLUE""]",1,216211,0,"{""isrc"": ""QZHZ52113196""}","{""spotify"": ""https://open.spotify.com/track/09sEfcFzYeXS3ZBx7uuIuR""}",https://api.spotify.com/v1/tracks/09sEfcFzYeXS3ZBx7uuIuR,09sEfcFzYeXS3ZBx7uuIuR,0,Lágrimas y Lluvia,22,https://p.scdn.co/mp3-preview/d164297f39291862dc020ca356fd1281f859cd23?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,4,track,spotify:track:09sEfcFzYeXS3ZBx7uuIuR
7cftuQ1mezvQCWSHtP7eA9,"[""7I85Ma5xjAo6nlvqOCIiWx""]",1,192718,1,"{""isrc"": ""QM6P42209690""}","{""spotify"": ""https://open.spotify.com/track/0ADpaXIpndjoOQki2Pi2nK""}",https://api.spotify.com/v1/tracks/0ADpaXIpndjoOQki2Pi2nK,0ADpaXIpndjoOQki2Pi2nK,0,Velorio,42,https://p.scdn.co/mp3-preview/f5dcc14fa5b7babc1006da486cfa36a7acf0a170?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,8,track,spotify:track:0ADpaXIpndjoOQki2Pi2nK
1Ooncd63ZBtMJvAJ0mhiyx,"[""3fo4UvMNzZUCFS90Roh5iK""]",1,177282,0,"{""isrc"": ""USUYG1037685""}","{""spotify"": ""https://open.spotify.com/track/0Akn96wxtLrZGZT8ZjTFbs""}",https://api.spotify.com/v1/tracks/0Akn96wxtLrZGZT8ZjTFbs,0Akn96wxtLrZGZT8ZjTFbs,0,Amsterdam (Remix Mix),35,https://p.scdn.co/mp3-preview/ec507c0c765e6e7881b3a70690138b4d03947d0c?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,3,track,spotify:track:0Akn96wxtLrZGZT8ZjTFbs
48jy4iE2boRoHwqURX6H4Q,"[""6tJRAxu0HwB2GI9GueEj4l""]",1,231757,0,"{""isrc"": ""US7VG2104491""}","{""spotify"": ""https://open.spotify.com/track/0BIqzGHoHADris7aYGPtaw""}",https://api.spotify.com/v1/tracks/0BIqzGHoHADris7aYGPtaw,0BIqzGHoHADris7aYGPtaw,0,Mal de Amores,35,https://p.scdn.co/mp3-preview/034c27faa078f88d1bb174ef90ae3bac4b78a721?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:0BIqzGHoHADris7aYGPtaw
4ZyDDmbsvjE7f6kDv8ZdTF,"[""3mYFuz6iY7D9X78rOXg5CG""]",1,241880,0,"{""isrc"": ""QMGR32214859""}","{""spotify"": ""https://open.spotify.com/track/0BQzY6BThB9vZGonbdHMZT""}",https://api.spotify.com/v1/tracks/0BQzY6BThB9vZGonbdHMZT,0BQzY6BThB9vZGonbdHMZT,0,Ombligo A Ombligo,16,https://p.scdn.co/mp3-preview/8f3855c63d0cdc8847243c745540e2dc005ca5a6?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,6,track,spotify:track:0BQzY6BThB9vZGonbdHMZT
6pV6SSMwxUzqGRC5OZjrCi,"[""3vV4Tf1iC8vEP9fLOLGUfP""]",1,171856,1,"{""isrc"": ""QMBZ92263758""}","{""spotify"": ""https://open.spotify.com/track/0BwjjkIGCf1IUIa0rT2jds""}",https://api.spotify.com/v1/tracks/0BwjjkIGCf1IUIa0rT2jds,0BwjjkIGCf1IUIa0rT2jds,0,Malo,0,https://p.scdn.co/mp3-preview/5ddf8a9333630b93fc2ce3803d15b78391ff8254?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,3,track,spotify:track:0BwjjkIGCf1IUIa0rT2jds
3ivXlPqieAUDuHRElY5TAV,"[""0zM7iL4aQ9IlzciOyD4oHC""]",1,146208,1,"{""isrc"": ""QZHN72283925""}","{""spotify"": ""https://open.spotify.com/track/0C2rZonaR85ASnbJSOEG2k""}",https://api.spotify.com/v1/tracks/0C2rZonaR85ASnbJSOEG2k,0C2rZonaR85ASnbJSOEG2k,0,SOUTHBAY,31,https://p.scdn.co/mp3-preview/783b41162fb5459a1215375f7001bf0a9943e662?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:0C2rZonaR85ASnbJSOEG2k
1rSmB2J6FBTsH9NOCV24xW,"[""0qHbO3z6lgLE6ZYCkQBo1K""]",1,144409,1,"{""isrc"": ""QMHUY1750440""}","{""spotify"": ""https://open.spotify.com/track/0CSqUuAq2m0a0kJ1BWq5Cg""}",https://api.spotify.com/v1/tracks/0CSqUuAq2m0a0kJ1BWq5Cg,0CSqUuAq2m0a0kJ1BWq5Cg,0,Culto,43,https://p.scdn.co/mp3-preview/91f59355ac1cc8a33a80d548fa59345265d45bfe?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,5,track,spotify:track:0CSqUuAq2m0a0kJ1BWq5Cg
1N6rskoD4qUyaRWe041OLQ,"[""3ScIigEm9KZUrUQtXzBmKJ""]",1,163846,1,"{""isrc"": ""QMDA72213588""}","{""spotify"": ""https://open.spotify.com/track/0CVBiPr4KS6DPGsSNvFEUU""}",https://api.spotify.com/v1/tracks/0CVBiPr4KS6DPGsSNvFEUU,0CVBiPr4KS6DPGsSNvFEUU,0,Nigo,8,https://p.scdn.co/mp3-preview/250af73f354dc19bb47e0cc3f8c81575862aa128?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,7,track,spotify:track:0CVBiPr4KS6DPGsSNvFEUU
4o2Jay5e0supHGQ6F3Uzv3,"[""4tm8CEdm4pkQsEh4jIr9Yp""]",1,137739,1,"{""isrc"": ""USANG2187808""}","{""spotify"": ""https://open.spotify.com/track/0CZEL99I2RBjmj5IIKW9e5""}",https://api.spotify.com/v1/tracks/0CZEL99I2RBjmj5IIKW9e5,0CZEL99I2RBjmj5IIKW9e5,0,Vida Mala,46,https://p.scdn.co/mp3-preview/63a608c57f712ae216fa2cae731dcc8108980b98?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:0CZEL99I2RBjmj5IIKW9e5
3qFQ5sXiOUEy0vVMj1LIii,"[""6Z112eJxKl1E3nAbYZBr7M""]",1,223013,0,"{""isrc"": ""MXF069300153""}","{""spotify"": ""https://open.spotify.com/track/0CucYEXuGngb0vfUMpOmID""}",https://api.spotify.com/v1/tracks/0CucYEXuGngb0vfUMpOmID,0CucYEXuGngb0vfUMpOmID,0,El Esqueleto,46,https://p.scdn.co/mp3-preview/f990e4a0265e33c1017eb8c99a47b2a6b007af38?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,9,track,spotify:track:0CucYEXuGngb0vfUMpOmID
0Uc0RbehMLuOv8PJvLTgvS,"[""66RfYVdftqnuHRicyClgL0""]",1,232663,1,"{""isrc"": ""QM7282030444""}","{""spotify"": ""https://open.spotify.com/track/0CwdLCLCR9aUurez4Lfrag""}",https://api.spotify.com/v1/tracks/0CwdLCLCR9aUurez4Lfrag,0CwdLCLCR9aUurez4Lfrag,0,Arenosos,37,https://p.scdn.co/mp3-preview/11be5db56edb2ef1aa226ea26afa4fa3f932a4f9?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:0CwdLCLCR9aUurez4Lfrag
3XUeZtOSjS49tF8JeUyWKZ,"[""6JG2QQcaQBzinELNvu9PRk""]",1,214000,0,"{""isrc"": ""TCADB1763031""}","{""spotify"": ""https://open.spotify.com/track/0D41fVPqGcBIy7HXvwMGw4""}",https://api.spotify.com/v1/tracks/0D41fVPqGcBIy7HXvwMGw4,0D41fVPqGcBIy7HXvwMGw4,0,No Vine a Caerles Bien,25,https://p.scdn.co/mp3-preview/03578529f07dc6657a89231620fabdf2a726178a?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:0D41fVPqGcBIy7HXvwMGw4
5bd7fllIZnL6fim47ptfw6,"[""3WyJImKjA4PH3EXWIWBokJ""]",1,244746,1,"{""isrc"": ""QZGLS2010285""}","{""spotify"": ""https://open.spotify.com/track/0D9NY44Ep0VGMMRJmuGNTi""}",https://api.spotify.com/v1/tracks/0D9NY44Ep0VGMMRJmuGNTi,0D9NY44Ep0VGMMRJmuGNTi,0,Acostumbrado a Esto,7,https://p.scdn.co/mp3-preview/585f9e86b07d0f59aadd9196051b72b7d4930f40?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:0D9NY44Ep0VGMMRJmuGNTi
27T9ABT8ww996ZOxcDKp3O,"[""2hejA1Dkf8v8R0koF44FvW""]",1,271000,0,"{""isrc"": ""TCADD1712362""}","{""spotify"": ""https://open.spotify.com/track/0DPXGGnOd50zxnvqS7Iw7s""}",https://api.spotify.com/v1/tracks/0DPXGGnOd50zxnvqS7Iw7s,0DPXGGnOd50zxnvqS7Iw7s,0,No Le Meten,38,https://p.scdn.co/mp3-preview/4f0a97d7aa097194fcc25ee115c30708f506ac81?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:0DPXGGnOd50zxnvqS7Iw7s
5rTJ6pTQUCyIxxWKlWhvaz,"[""0U5RYP2HMdGv2GhicLhkOI""]",1,207390,0,"{""isrc"": ""US3DF2105000""}","{""spotify"": ""https://open.spotify.com/track/0E4myfjlYttwUHxacmyUy3""}",https://api.spotify.com/v1/tracks/0E4myfjlYttwUHxacmyUy3,0E4myfjlYttwUHxacmyUy3,0,No Aguanto,34,https://p.scdn.co/mp3-preview/d54002013070f10f7a37bfa77bd0643d37b464b7?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,8,track,spotify:track:0E4myfjlYttwUHxacmyUy3
42EHvFRsQtspIer2baInn7,"[""2hejA1Dkf8v8R0koF44FvW""]",1,185600,0,"{""isrc"": ""MXA0X2300019""}","{""spotify"": ""https://open.spotify.com/track/0ELfGFiH4qwVP3u6KWJVGj""}",https://api.spotify.com/v1/tracks/0ELfGFiH4qwVP3u6KWJVGj,0ELfGFiH4qwVP3u6KWJVGj,0,Extrañándote,0,https://p.scdn.co/mp3-preview/4741590103860aed3e31dbdd1b0eb89d0e2bddb7?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,11,track,spotify:track:0ELfGFiH4qwVP3u6KWJVGj
08hzIHhGuEgo1l0io1pd3n,"[""2IMZYfNi21MGqxopj9fWx8""]",1,138571,1,"{""isrc"": ""QMDA61809167""}","{""spotify"": ""https://open.spotify.com/track/0Ea9DDc9ypH8XjYNB1uD2n""}",https://api.spotify.com/v1/tracks/0Ea9DDc9ypH8XjYNB1uD2n,0Ea9DDc9ypH8XjYNB1uD2n,0,King Flakk,58,https://p.scdn.co/mp3-preview/bf7cbae098801da290c3a60f8ffcb2984b0fe5ac?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,track,spotify:track:0Ea9DDc9ypH8XjYNB1uD2n
4lgrPArcFGHMKgqxmTeSMA,"[""3AgxRYe2kXEfsZyB07hqJF""]",1,224000,1,"{""isrc"": ""QM6N22252150""}","{""spotify"": ""https://open.spotify.com/track/0F474liaweEFCAavvqZHiu""}",https://api.spotify.com/v1/tracks/0F474liaweEFCAavvqZHiu,0F474liaweEFCAavvqZHiu,0,El Amigo,29,https://p.scdn.co/mp3-preview/10e96bf5cb84888c83f91c2a4a49fb659c143f6d?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,3,track,spotify:track:0F474liaweEFCAavvqZHiu
1mDieLmWyCiyZWhPJUckVf,"[""3Jarv4dvk7d9k6AkqDUVJg""]",1,172949,0,"{""isrc"": ""MX5332200123""}","{""spotify"": ""https://open.spotify.com/track/0F9b48fri2ejftB1MiK7IR""}",https://api.spotify.com/v1/tracks/0F9b48fri2ejftB1MiK7IR,0F9b48fri2ejftB1MiK7IR,0,Sueño Fronterizo,28,https://p.scdn.co/mp3-preview/da6f5f3c8677a578af54a10b940dc545ce1aec65?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,7,track,spotify:track:0F9b48fri2ejftB1MiK7IR
5huUeSyl92U55yMr8WKvYv,"[""4Hzj6dfl1y5x5TzCSsvLB6""]",1,236500,1,"{""isrc"": ""QZHZ51954100""}","{""spotify"": ""https://open.spotify.com/track/0FXr3KdzVhQkMnnh4y3Yl1""}",https://api.spotify.com/v1/tracks/0FXr3KdzVhQkMnnh4y3Yl1,0FXr3KdzVhQkMnnh4y3Yl1,0,Prejuicios,26,https://p.scdn.co/mp3-preview/e9b9b79905348cf2860dc0fa26f5fedd0687a197?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,14,track,spotify:track:0FXr3KdzVhQkMnnh4y3Yl1
