external_urls,href,id,name,type,uri
"{""spotify"": ""https://open.spotify.com/artist/34nbQa7Hug9DYkRJpfKNFv""}",https://api.spotify.com/v1/artists/34nbQa7Hug9DYkRJpfKNFv,34nbQa7Hug9DYkRJpfKNFv,T3R Elemento,artist,spotify:artist:34nbQa7Hug9DYkRJpfKNFv
"{""spotify"": ""https://open.spotify.com/artist/35BPWrbRCzHa7yWWvCi8BI""}",https://api.spotify.com/v1/artists/35BPWrbRCzHa7yWWvCi8BI,35BPWrbRCzHa7yWWvCi8BI,Ballin,artist,spotify:artist:35BPWrbRCzHa7yWWvCi8BI
"{""spotify"": ""https://open.spotify.com/artist/3A81XYuxzrdxL64kWEvE9K""}",https://api.spotify.com/v1/artists/3A81XYuxzrdxL64kWEvE9K,3A81XYuxzrdxL64kWEvE9K,Black Hippo,artist,spotify:artist:3A81XYuxzrdxL64kWEvE9K
"{""spotify"": ""https://open.spotify.com/artist/3AgxRYe2kXEfsZyB07hqJF""}",https://api.spotify.com/v1/artists/3AgxRYe2kXEfsZyB07hqJF,3AgxRYe2kXEfsZyB07hqJF,Yoga Fire,artist,spotify:artist:3AgxRYe2kXEfsZyB07hqJF
"{""spotify"": ""https://open.spotify.com/artist/3BRcyV18jhoYQCCk0PJvrw""}",https://api.spotify.com/v1/artists/3BRcyV18jhoYQCCk0PJvrw,3BRcyV18jhoYQCCk0PJvrw,Gino AlfaOmega,artist,spotify:artist:3BRcyV18jhoYQCCk0PJvrw
"{""spotify"": ""https://open.spotify.com/artist/3BbLQNj5OTxm4AZcwyREFF""}",https://api.spotify.com/v1/artists/3BbLQNj5OTxm4AZcwyREFF,3BbLQNj5OTxm4AZcwyREFF,Tino El Pingüino,artist,spotify:artist:3BbLQNj5OTxm4AZcwyREFF
"{""spotify"": ""https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA""}",https://api.spotify.com/v1/artists/3CAhiUHkUYT1mFtVHM9SHA,3CAhiUHkUYT1mFtVHM9SHA,Valentín Elizalde,artist,spotify:artist:3CAhiUHkUYT1mFtVHM9SHA
"{""spotify"": ""https://open.spotify.com/artist/3D5AzlMCW0gCYlNvFANoEd""}",https://api.spotify.com/v1/artists/3D5AzlMCW0gCYlNvFANoEd,3D5AzlMCW0gCYlNvFANoEd,Mariachi Divas de Cindy Shea,artist,spotify:artist:3D5AzlMCW0gCYlNvFANoEd
"{""spotify"": ""https://open.spotify.com/artist/3GvnnMWCCQbhn7lPDlzqwA""}",https://api.spotify.com/v1/artists/3GvnnMWCCQbhn7lPDlzqwA,3GvnnMWCCQbhn7lPDlzqwA,Acentoh,artist,spotify:artist:3GvnnMWCCQbhn7lPDlzqwA
"{""spotify"": ""https://open.spotify.com/artist/3H1jLGJzOPn3WbEv6fvJ3M""}",https://api.spotify.com/v1/artists/3H1jLGJzOPn3WbEv6fvJ3M,3H1jLGJzOPn3WbEv6fvJ3M,Palmasur,artist,spotify:artist:3H1jLGJzOPn3WbEv6fvJ3M
"{""spotify"": ""https://open.spotify.com/artist/3I9HLZlzyUKjLSOkGhPh4x""}",https://api.spotify.com/v1/artists/3I9HLZlzyUKjLSOkGhPh4x,3I9HLZlzyUKjLSOkGhPh4x,sofia shizuko,artist,spotify:artist:3I9HLZlzyUKjLSOkGhPh4x
"{""spotify"": ""https://open.spotify.com/artist/3IrTSci2J1v5SbMp75mX6j""}",https://api.spotify.com/v1/artists/3IrTSci2J1v5SbMp75mX6j,3IrTSci2J1v5SbMp75mX6j,Almanegra,artist,spotify:artist:3IrTSci2J1v5SbMp75mX6j
"{""spotify"": ""https://open.spotify.com/artist/3JBqGOnpdinzeD7sSMyiU4""}",https://api.spotify.com/v1/artists/3JBqGOnpdinzeD7sSMyiU4,3JBqGOnpdinzeD7sSMyiU4,Gerry Garcia,artist,spotify:artist:3JBqGOnpdinzeD7sSMyiU4
"{""spotify"": ""https://open.spotify.com/artist/3JSSjGYcIkgsrz7892CelT""}",https://api.spotify.com/v1/artists/3JSSjGYcIkgsrz7892CelT,3JSSjGYcIkgsrz7892CelT,Ed Maverick,artist,spotify:artist:3JSSjGYcIkgsrz7892CelT
"{""spotify"": ""https://open.spotify.com/artist/3Jarv4dvk7d9k6AkqDUVJg""}",https://api.spotify.com/v1/artists/3Jarv4dvk7d9k6AkqDUVJg,3Jarv4dvk7d9k6AkqDUVJg,Nortec: Bostich + Fussible,artist,spotify:artist:3Jarv4dvk7d9k6AkqDUVJg
"{""spotify"": ""https://open.spotify.com/artist/3Ker27Wbb9OcUHGs54JIAz""}",https://api.spotify.com/v1/artists/3Ker27Wbb9OcUHGs54JIAz,3Ker27Wbb9OcUHGs54JIAz,Los Panchos,artist,spotify:artist:3Ker27Wbb9OcUHGs54JIAz
"{""spotify"": ""https://open.spotify.com/artist/3L7OHIT4kfdcDSnnGM0TKN""}",https://api.spotify.com/v1/artists/3L7OHIT4kfdcDSnnGM0TKN,3L7OHIT4kfdcDSnnGM0TKN,El Pinche Mara,artist,spotify:artist:3L7OHIT4kfdcDSnnGM0TKN
"{""spotify"": ""https://open.spotify.com/artist/3Mcii5XWf6E0lrY3Uky4cA""}",https://api.spotify.com/v1/artists/3Mcii5XWf6E0lrY3Uky4cA,3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,artist,spotify:artist:3Mcii5XWf6E0lrY3Uky4cA
"{""spotify"": ""https://open.spotify.com/artist/3Qldsib1smRXVBihCbSKrV""}",https://api.spotify.com/v1/artists/3Qldsib1smRXVBihCbSKrV,3Qldsib1smRXVBihCbSKrV,Jonaz,artist,spotify:artist:3Qldsib1smRXVBihCbSKrV
"{""spotify"": ""https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV""}",https://api.spotify.com/v1/artists/3QmmtMrEf7aQrsd1VtejAV,3QmmtMrEf7aQrsd1VtejAV,Mœnia,artist,spotify:artist:3QmmtMrEf7aQrsd1VtejAV
"{""spotify"": ""https://open.spotify.com/artist/3ROBnT2BmT0WBbwJCOxtRD""}",https://api.spotify.com/v1/artists/3ROBnT2BmT0WBbwJCOxtRD,3ROBnT2BmT0WBbwJCOxtRD,Pain Digital,artist,spotify:artist:3ROBnT2BmT0WBbwJCOxtRD
"{""spotify"": ""https://open.spotify.com/artist/3ScIigEm9KZUrUQtXzBmKJ""}",https://api.spotify.com/v1/artists/3ScIigEm9KZUrUQtXzBmKJ,3ScIigEm9KZUrUQtXzBmKJ,Cozy Cuz,artist,spotify:artist:3ScIigEm9KZUrUQtXzBmKJ
"{""spotify"": ""https://open.spotify.com/artist/3ScY9CQxNLQei8Umvpx5g6""}",https://api.spotify.com/v1/artists/3ScY9CQxNLQei8Umvpx5g6,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,artist,spotify:artist:3ScY9CQxNLQei8Umvpx5g6
"{""spotify"": ""https://open.spotify.com/artist/3TGeuw7OmACouH5JAKkX7I""}",https://api.spotify.com/v1/artists/3TGeuw7OmACouH5JAKkX7I,3TGeuw7OmACouH5JAKkX7I,MC Davo,artist,spotify:artist:3TGeuw7OmACouH5JAKkX7I
"{""spotify"": ""https://open.spotify.com/artist/3VHAySZQPlfGlNLslzXYpN""}",https://api.spotify.com/v1/artists/3VHAySZQPlfGlNLslzXYpN,3VHAySZQPlfGlNLslzXYpN,Nathy Peluso,artist,spotify:artist:3VHAySZQPlfGlNLslzXYpN
"{""spotify"": ""https://open.spotify.com/artist/3WyJImKjA4PH3EXWIWBokJ""}",https://api.spotify.com/v1/artists/3WyJImKjA4PH3EXWIWBokJ,3WyJImKjA4PH3EXWIWBokJ,Someone Sm1,artist,spotify:artist:3WyJImKjA4PH3EXWIWBokJ
"{""spotify"": ""https://open.spotify.com/artist/3ZIZqvSbTL7mIEyXmbbXs7""}",https://api.spotify.com/v1/artists/3ZIZqvSbTL7mIEyXmbbXs7,3ZIZqvSbTL7mIEyXmbbXs7,Flor De Rap,artist,spotify:artist:3ZIZqvSbTL7mIEyXmbbXs7
"{""spotify"": ""https://open.spotify.com/artist/3bAGW0dsXwUAJMk7s8a5vB""}",https://api.spotify.com/v1/artists/3bAGW0dsXwUAJMk7s8a5vB,3bAGW0dsXwUAJMk7s8a5vB,rest in pimpp,artist,spotify:artist:3bAGW0dsXwUAJMk7s8a5vB
"{""spotify"": ""https://open.spotify.com/artist/3duZndoIzAXtBJj8op4Abx""}",https://api.spotify.com/v1/artists/3duZndoIzAXtBJj8op4Abx,3duZndoIzAXtBJj8op4Abx,Logan Hate,artist,spotify:artist:3duZndoIzAXtBJj8op4Abx
"{""spotify"": ""https://open.spotify.com/artist/3fo4UvMNzZUCFS90Roh5iK""}",https://api.spotify.com/v1/artists/3fo4UvMNzZUCFS90Roh5iK,3fo4UvMNzZUCFS90Roh5iK,Eptos Uno,artist,spotify:artist:3fo4UvMNzZUCFS90Roh5iK
"{""spotify"": ""https://open.spotify.com/artist/3hYtANQYrE6pd2PbtEyTIy""}",https://api.spotify.com/v1/artists/3hYtANQYrE6pd2PbtEyTIy,3hYtANQYrE6pd2PbtEyTIy,Los Tigres Del Norte,artist,spotify:artist:3hYtANQYrE6pd2PbtEyTIy
"{""spotify"": ""https://open.spotify.com/artist/3iaWOU36p7W4oqHLDoBQmr""}",https://api.spotify.com/v1/artists/3iaWOU36p7W4oqHLDoBQmr,3iaWOU36p7W4oqHLDoBQmr,Elio Toffana,artist,spotify:artist:3iaWOU36p7W4oqHLDoBQmr
"{""spotify"": ""https://open.spotify.com/artist/3lIsPQW0jN6sMpiWuiShF0""}",https://api.spotify.com/v1/artists/3lIsPQW0jN6sMpiWuiShF0,3lIsPQW0jN6sMpiWuiShF0,Dano,artist,spotify:artist:3lIsPQW0jN6sMpiWuiShF0
"{""spotify"": ""https://open.spotify.com/artist/3lrhy6KigCHdcc0vOSTWoI""}",https://api.spotify.com/v1/artists/3lrhy6KigCHdcc0vOSTWoI,3lrhy6KigCHdcc0vOSTWoI,Mime 871,artist,spotify:artist:3lrhy6KigCHdcc0vOSTWoI
"{""spotify"": ""https://open.spotify.com/artist/3mXI2gpwWnNO9qbQG3n3EP""}",https://api.spotify.com/v1/artists/3mXI2gpwWnNO9qbQG3n3EP,3mXI2gpwWnNO9qbQG3n3EP,Lila Downs,artist,spotify:artist:3mXI2gpwWnNO9qbQG3n3EP
"{""spotify"": ""https://open.spotify.com/artist/3mYFuz6iY7D9X78rOXg5CG""}",https://api.spotify.com/v1/artists/3mYFuz6iY7D9X78rOXg5CG,3mYFuz6iY7D9X78rOXg5CG,Akwid,artist,spotify:artist:3mYFuz6iY7D9X78rOXg5CG
"{""spotify"": ""https://open.spotify.com/artist/3mndTMiP2EOug7cIjq177j""}",https://api.spotify.com/v1/artists/3mndTMiP2EOug7cIjq177j,3mndTMiP2EOug7cIjq177j,Conejo,artist,spotify:artist:3mndTMiP2EOug7cIjq177j
"{""spotify"": ""https://open.spotify.com/artist/3p3jPcp8b7WL9XYj4xlsWj""}",https://api.spotify.com/v1/artists/3p3jPcp8b7WL9XYj4xlsWj,3p3jPcp8b7WL9XYj4xlsWj,Snow Tha Product,artist,spotify:artist:3p3jPcp8b7WL9XYj4xlsWj
"{""spotify"": ""https://open.spotify.com/artist/3pOU2oRlMtfI1RJfkaegaR""}",https://api.spotify.com/v1/artists/3pOU2oRlMtfI1RJfkaegaR,3pOU2oRlMtfI1RJfkaegaR,Draw,artist,spotify:artist:3pOU2oRlMtfI1RJfkaegaR
"{""spotify"": ""https://open.spotify.com/artist/3pW4tw2BArwIClCWHjJWVF""}",https://api.spotify.com/v1/artists/3pW4tw2BArwIClCWHjJWVF,3pW4tw2BArwIClCWHjJWVF,Dasket Rapley,artist,spotify:artist:3pW4tw2BArwIClCWHjJWVF
"{""spotify"": ""https://open.spotify.com/artist/3vV4Tf1iC8vEP9fLOLGUfP""}",https://api.spotify.com/v1/artists/3vV4Tf1iC8vEP9fLOLGUfP,3vV4Tf1iC8vEP9fLOLGUfP,La Banda Baston,artist,spotify:artist:3vV4Tf1iC8vEP9fLOLGUfP
"{""spotify"": ""https://open.spotify.com/artist/3vxYNXtM9uOMdRAXTXgtmf""}",https://api.spotify.com/v1/artists/3vxYNXtM9uOMdRAXTXgtmf,3vxYNXtM9uOMdRAXTXgtmf,Yung Sarria,artist,spotify:artist:3vxYNXtM9uOMdRAXTXgtmf
"{""spotify"": ""https://open.spotify.com/artist/3yIYgJhFBxm2UAU9LvSewH""}",https://api.spotify.com/v1/artists/3yIYgJhFBxm2UAU9LvSewH,3yIYgJhFBxm2UAU9LvSewH,El Pocho,artist,spotify:artist:3yIYgJhFBxm2UAU9LvSewH
"{""spotify"": ""https://open.spotify.com/artist/3zhijRRIZX2B6G2T7vJl9p""}",https://api.spotify.com/v1/artists/3zhijRRIZX2B6G2T7vJl9p,3zhijRRIZX2B6G2T7vJl9p,Mijares,artist,spotify:artist:3zhijRRIZX2B6G2T7vJl9p
"{""spotify"": ""https://open.spotify.com/artist/3zw9kN0i8eKIDbGhEiIIwo""}",https://api.spotify.com/v1/artists/3zw9kN0i8eKIDbGhEiIIwo,3zw9kN0i8eKIDbGhEiIIwo,Lofi Hip-Hop Beats,artist,spotify:artist:3zw9kN0i8eKIDbGhEiIIwo
"{""spotify"": ""https://open.spotify.com/artist/40JMTpVRUw90SrN4pFA6Mz""}",https://api.spotify.com/v1/artists/40JMTpVRUw90SrN4pFA6Mz,40JMTpVRUw90SrN4pFA6Mz,Ana Tijoux,artist,spotify:artist:40JMTpVRUw90SrN4pFA6Mz
"{""spotify"": ""https://open.spotify.com/artist/40viYgJ68xlHVGiz9GBTIw""}",https://api.spotify.com/v1/artists/40viYgJ68xlHVGiz9GBTIw,40viYgJ68xlHVGiz9GBTIw,Efekto Alakrán,artist,spotify:artist:40viYgJ68xlHVGiz9GBTIw
"{""spotify"": ""https://open.spotify.com/artist/41gFAk6ZyYdt7Q1Ir4cbH0""}",https://api.spotify.com/v1/artists/41gFAk6ZyYdt7Q1Ir4cbH0,41gFAk6ZyYdt7Q1Ir4cbH0,Mont,artist,spotify:artist:41gFAk6ZyYdt7Q1Ir4cbH0
"{""spotify"": ""https://open.spotify.com/artist/44nJNsLu2WAAuEiNLbOE9n""}",https://api.spotify.com/v1/artists/44nJNsLu2WAAuEiNLbOE9n,44nJNsLu2WAAuEiNLbOE9n,B.L.U.N.T.S,artist,spotify:artist:44nJNsLu2WAAuEiNLbOE9n
"{""spotify"": ""https://open.spotify.com/artist/45dFGC8WhidxNiuhMbTIvo""}",https://api.spotify.com/v1/artists/45dFGC8WhidxNiuhMbTIvo,45dFGC8WhidxNiuhMbTIvo,Akasha,artist,spotify:artist:45dFGC8WhidxNiuhMbTIvo
"{""spotify"": ""https://open.spotify.com/artist/474yT2GuvBAWGVfjTc29aE""}",https://api.spotify.com/v1/artists/474yT2GuvBAWGVfjTc29aE,474yT2GuvBAWGVfjTc29aE,ZepGo,artist,spotify:artist:474yT2GuvBAWGVfjTc29aE
"{""spotify"": ""https://open.spotify.com/artist/48G4FvpaGSQAb2ZxhUc2Hv""}",https://api.spotify.com/v1/artists/48G4FvpaGSQAb2ZxhUc2Hv,48G4FvpaGSQAb2ZxhUc2Hv,Jasmine Alvarado,artist,spotify:artist:48G4FvpaGSQAb2ZxhUc2Hv
"{""spotify"": ""https://open.spotify.com/artist/4AHhe1KXVCCoOdHQNjH5Zu""}",https://api.spotify.com/v1/artists/4AHhe1KXVCCoOdHQNjH5Zu,4AHhe1KXVCCoOdHQNjH5Zu,REYNA,artist,spotify:artist:4AHhe1KXVCCoOdHQNjH5Zu
"{""spotify"": ""https://open.spotify.com/artist/4AxSQnOMPd42KI149MWsub""}",https://api.spotify.com/v1/artists/4AxSQnOMPd42KI149MWsub,4AxSQnOMPd42KI149MWsub,Eddie Zuko,artist,spotify:artist:4AxSQnOMPd42KI149MWsub
"{""spotify"": ""https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW""}",https://api.spotify.com/v1/artists/4DdkRBBYG6Yk9Ka8tdJ9BW,4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,artist,spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW
"{""spotify"": ""https://open.spotify.com/artist/4Fsv1gBjfqSyhzAPbhInXV""}",https://api.spotify.com/v1/artists/4Fsv1gBjfqSyhzAPbhInXV,4Fsv1gBjfqSyhzAPbhInXV,Yubeili,artist,spotify:artist:4Fsv1gBjfqSyhzAPbhInXV
"{""spotify"": ""https://open.spotify.com/artist/4H3ePoFDdsl36QwB96jZzg""}",https://api.spotify.com/v1/artists/4H3ePoFDdsl36QwB96jZzg,4H3ePoFDdsl36QwB96jZzg,Leyruk,artist,spotify:artist:4H3ePoFDdsl36QwB96jZzg
"{""spotify"": ""https://open.spotify.com/artist/4HYB35YLMCRIzQobpWs5yv""}",https://api.spotify.com/v1/artists/4HYB35YLMCRIzQobpWs5yv,4HYB35YLMCRIzQobpWs5yv,Los Saicos,artist,spotify:artist:4HYB35YLMCRIzQobpWs5yv
"{""spotify"": ""https://open.spotify.com/artist/4Hzj6dfl1y5x5TzCSsvLB6""}",https://api.spotify.com/v1/artists/4Hzj6dfl1y5x5TzCSsvLB6,4Hzj6dfl1y5x5TzCSsvLB6,Remik Gonzalez,artist,spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6
"{""spotify"": ""https://open.spotify.com/artist/4IzIgAufROQT2ITqlUv0ya""}",https://api.spotify.com/v1/artists/4IzIgAufROQT2ITqlUv0ya,4IzIgAufROQT2ITqlUv0ya,El Habano,artist,spotify:artist:4IzIgAufROQT2ITqlUv0ya
"{""spotify"": ""https://open.spotify.com/artist/4J13m9IZh03PEhoxAxRhXO""}",https://api.spotify.com/v1/artists/4J13m9IZh03PEhoxAxRhXO,4J13m9IZh03PEhoxAxRhXO,Gerardo Ortiz,artist,spotify:artist:4J13m9IZh03PEhoxAxRhXO
"{""spotify"": ""https://open.spotify.com/artist/4JFse8c35wKHAuzJO9BTqO""}",https://api.spotify.com/v1/artists/4JFse8c35wKHAuzJO9BTqO,4JFse8c35wKHAuzJO9BTqO,Slim Ans,artist,spotify:artist:4JFse8c35wKHAuzJO9BTqO
"{""spotify"": ""https://open.spotify.com/artist/4JreHVYyb6GqE2BU03Kx96""}",https://api.spotify.com/v1/artists/4JreHVYyb6GqE2BU03Kx96,4JreHVYyb6GqE2BU03Kx96,Dayme y El High,artist,spotify:artist:4JreHVYyb6GqE2BU03Kx96
"{""spotify"": ""https://open.spotify.com/artist/4LFOoXhMhnq9U8VsZkSwxl""}",https://api.spotify.com/v1/artists/4LFOoXhMhnq9U8VsZkSwxl,4LFOoXhMhnq9U8VsZkSwxl,Edwin Luna y La Trakalosa de Monterrey,artist,spotify:artist:4LFOoXhMhnq9U8VsZkSwxl
"{""spotify"": ""https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U""}",https://api.spotify.com/v1/artists/4LLpKhyESsyAXpc4laK94U,4LLpKhyESsyAXpc4laK94U,Mac Miller,artist,spotify:artist:4LLpKhyESsyAXpc4laK94U
"{""spotify"": ""https://open.spotify.com/artist/4P0dddbxPil35MNN9G2MEX""}",https://api.spotify.com/v1/artists/4P0dddbxPil35MNN9G2MEX,4P0dddbxPil35MNN9G2MEX,Cypress Hill,artist,spotify:artist:4P0dddbxPil35MNN9G2MEX
"{""spotify"": ""https://open.spotify.com/artist/4PqP0Hj8F1fwipARr9Qz6g""}",https://api.spotify.com/v1/artists/4PqP0Hj8F1fwipARr9Qz6g,4PqP0Hj8F1fwipARr9Qz6g,The G,artist,spotify:artist:4PqP0Hj8F1fwipARr9Qz6g
"{""spotify"": ""https://open.spotify.com/artist/4QFG9KrGWEbr6hNA58CAqE""}",https://api.spotify.com/v1/artists/4QFG9KrGWEbr6hNA58CAqE,4QFG9KrGWEbr6hNA58CAqE,Aleman,artist,spotify:artist:4QFG9KrGWEbr6hNA58CAqE
"{""spotify"": ""https://open.spotify.com/artist/4RFrAp13K0fHKH7IpSdKxi""}",https://api.spotify.com/v1/artists/4RFrAp13K0fHKH7IpSdKxi,4RFrAp13K0fHKH7IpSdKxi,Eme MalaFe,artist,spotify:artist:4RFrAp13K0fHKH7IpSdKxi
"{""spotify"": ""https://open.spotify.com/artist/4RtYPfT9hi1qBolEuVArOG""}",https://api.spotify.com/v1/artists/4RtYPfT9hi1qBolEuVArOG,4RtYPfT9hi1qBolEuVArOG,La Plebada,artist,spotify:artist:4RtYPfT9hi1qBolEuVArOG
"{""spotify"": ""https://open.spotify.com/artist/4TH5DHRtzUUijYshUgKdby""}",https://api.spotify.com/v1/artists/4TH5DHRtzUUijYshUgKdby,4TH5DHRtzUUijYshUgKdby,B-RASTER,artist,spotify:artist:4TH5DHRtzUUijYshUgKdby
"{""spotify"": ""https://open.spotify.com/artist/4TK1gDgb7QKoPFlzRrBRgR""}",https://api.spotify.com/v1/artists/4TK1gDgb7QKoPFlzRrBRgR,4TK1gDgb7QKoPFlzRrBRgR,Los Enanitos Verdes,artist,spotify:artist:4TK1gDgb7QKoPFlzRrBRgR
"{""spotify"": ""https://open.spotify.com/artist/4TPTW3cTwUtiihgOMSQfmy""}",https://api.spotify.com/v1/artists/4TPTW3cTwUtiihgOMSQfmy,4TPTW3cTwUtiihgOMSQfmy,Mexican Institute Of Sound,artist,spotify:artist:4TPTW3cTwUtiihgOMSQfmy
"{""spotify"": ""https://open.spotify.com/artist/4UOlRVifrFdQHW9qu5ep8t""}",https://api.spotify.com/v1/artists/4UOlRVifrFdQHW9qu5ep8t,4UOlRVifrFdQHW9qu5ep8t,Tech N9ne Collabos,artist,spotify:artist:4UOlRVifrFdQHW9qu5ep8t
"{""spotify"": ""https://open.spotify.com/artist/4V2V4PaSblStayYVWTGDbZ""}",https://api.spotify.com/v1/artists/4V2V4PaSblStayYVWTGDbZ,4V2V4PaSblStayYVWTGDbZ,Geassassin,artist,spotify:artist:4V2V4PaSblStayYVWTGDbZ
"{""spotify"": ""https://open.spotify.com/artist/4VECwDIJ0DYczPqCyP85kQ""}",https://api.spotify.com/v1/artists/4VECwDIJ0DYczPqCyP85kQ,4VECwDIJ0DYczPqCyP85kQ,Jay Romero,artist,spotify:artist:4VECwDIJ0DYczPqCyP85kQ
"{""spotify"": ""https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m""}",https://api.spotify.com/v1/artists/4VMYDCV2IEDYJArk749S6m,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,artist,spotify:artist:4VMYDCV2IEDYJArk749S6m
"{""spotify"": ""https://open.spotify.com/artist/4WOIfFwyvx22jM0eg2fpKv""}",https://api.spotify.com/v1/artists/4WOIfFwyvx22jM0eg2fpKv,4WOIfFwyvx22jM0eg2fpKv,Kinky,artist,spotify:artist:4WOIfFwyvx22jM0eg2fpKv
"{""spotify"": ""https://open.spotify.com/artist/4WQmw3fIx9F7iPKL5v8SCN""}",https://api.spotify.com/v1/artists/4WQmw3fIx9F7iPKL5v8SCN,4WQmw3fIx9F7iPKL5v8SCN,Zaque,artist,spotify:artist:4WQmw3fIx9F7iPKL5v8SCN
"{""spotify"": ""https://open.spotify.com/artist/4Wlp84jGRHIM9ODWlFxJV8""}",https://api.spotify.com/v1/artists/4Wlp84jGRHIM9ODWlFxJV8,4Wlp84jGRHIM9ODWlFxJV8,Portos Mxm,artist,spotify:artist:4Wlp84jGRHIM9ODWlFxJV8
"{""spotify"": ""https://open.spotify.com/artist/4Y5HJP3oFOJ8UVBXHYWBgx""}",https://api.spotify.com/v1/artists/4Y5HJP3oFOJ8UVBXHYWBgx,4Y5HJP3oFOJ8UVBXHYWBgx,Tiro Loko,artist,spotify:artist:4Y5HJP3oFOJ8UVBXHYWBgx
"{""spotify"": ""https://open.spotify.com/artist/4aWhlVjiUjYHpVWBPP8AFc""}",https://api.spotify.com/v1/artists/4aWhlVjiUjYHpVWBPP8AFc,4aWhlVjiUjYHpVWBPP8AFc,Grupo Codiciado,artist,spotify:artist:4aWhlVjiUjYHpVWBPP8AFc
"{""spotify"": ""https://open.spotify.com/artist/4aXXDj9aZnlshx7mzj3W1N""}",https://api.spotify.com/v1/artists/4aXXDj9aZnlshx7mzj3W1N,4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,artist,spotify:artist:4aXXDj9aZnlshx7mzj3W1N
"{""spotify"": ""https://open.spotify.com/artist/4atnJgcGatoxVvnjjGAm5T""}",https://api.spotify.com/v1/artists/4atnJgcGatoxVvnjjGAm5T,4atnJgcGatoxVvnjjGAm5T,Siete Nueve,artist,spotify:artist:4atnJgcGatoxVvnjjGAm5T
"{""spotify"": ""https://open.spotify.com/artist/4bJWcXUgUrQl4E4ru6VapB""}",https://api.spotify.com/v1/artists/4bJWcXUgUrQl4E4ru6VapB,4bJWcXUgUrQl4E4ru6VapB,Angel Canales,artist,spotify:artist:4bJWcXUgUrQl4E4ru6VapB
"{""spotify"": ""https://open.spotify.com/artist/4bw2Am3p9ji3mYsXNXtQcd""}",https://api.spotify.com/v1/artists/4bw2Am3p9ji3mYsXNXtQcd,4bw2Am3p9ji3mYsXNXtQcd,Piso 21,artist,spotify:artist:4bw2Am3p9ji3mYsXNXtQcd
"{""spotify"": ""https://open.spotify.com/artist/4bxF5XAQTgaUNG7j9iNkt8""}",https://api.spotify.com/v1/artists/4bxF5XAQTgaUNG7j9iNkt8,4bxF5XAQTgaUNG7j9iNkt8,Ben Daval,artist,spotify:artist:4bxF5XAQTgaUNG7j9iNkt8
"{""spotify"": ""https://open.spotify.com/artist/4ckERGiCZAleOaQa5OVCdu""}",https://api.spotify.com/v1/artists/4ckERGiCZAleOaQa5OVCdu,4ckERGiCZAleOaQa5OVCdu,Hood P,artist,spotify:artist:4ckERGiCZAleOaQa5OVCdu
"{""spotify"": ""https://open.spotify.com/artist/4f3gfMiBebyuTylgG4hHbq""}",https://api.spotify.com/v1/artists/4f3gfMiBebyuTylgG4hHbq,4f3gfMiBebyuTylgG4hHbq,iQlover,artist,spotify:artist:4f3gfMiBebyuTylgG4hHbq
"{""spotify"": ""https://open.spotify.com/artist/4gwOZvQmA7iPkCR9gApLFh""}",https://api.spotify.com/v1/artists/4gwOZvQmA7iPkCR9gApLFh,4gwOZvQmA7iPkCR9gApLFh,Gordo Fu,artist,spotify:artist:4gwOZvQmA7iPkCR9gApLFh
"{""spotify"": ""https://open.spotify.com/artist/4jogXSSvlyMkODGSZ2wc2P""}",https://api.spotify.com/v1/artists/4jogXSSvlyMkODGSZ2wc2P,4jogXSSvlyMkODGSZ2wc2P,Calibre 50,artist,spotify:artist:4jogXSSvlyMkODGSZ2wc2P
"{""spotify"": ""https://open.spotify.com/artist/4kKaAWGdu6WW0W415RWaQA""}",https://api.spotify.com/v1/artists/4kKaAWGdu6WW0W415RWaQA,4kKaAWGdu6WW0W415RWaQA,South Park Mexican,artist,spotify:artist:4kKaAWGdu6WW0W415RWaQA
"{""spotify"": ""https://open.spotify.com/artist/4kcrrhbTk7KqY1KKeonwKA""}",https://api.spotify.com/v1/artists/4kcrrhbTk7KqY1KKeonwKA,4kcrrhbTk7KqY1KKeonwKA,Smi-Lee,artist,spotify:artist:4kcrrhbTk7KqY1KKeonwKA
"{""spotify"": ""https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV""}",https://api.spotify.com/v1/artists/4mN0qcMxWX8oToqfDPM5yV,4mN0qcMxWX8oToqfDPM5yV,José José,artist,spotify:artist:4mN0qcMxWX8oToqfDPM5yV
"{""spotify"": ""https://open.spotify.com/artist/4o0NtnL2m0lzZmEdRas1qv""}",https://api.spotify.com/v1/artists/4o0NtnL2m0lzZmEdRas1qv,4o0NtnL2m0lzZmEdRas1qv,Ovi,artist,spotify:artist:4o0NtnL2m0lzZmEdRas1qv
