external_urls,href,id,name,type,uri
"{""spotify"": ""https://open.spotify.com/artist/1NsRsBdRV7uWMw0SYaHo01""}",https://api.spotify.com/v1/artists/1NsRsBdRV7uWMw0SYaHo01,1NsRsBdRV7uWMw0SYaHo01,Phyzh Eye,artist,spotify:artist:1NsRsBdRV7uWMw0SYaHo01
"{""spotify"": ""https://open.spotify.com/artist/1P184E1yqU3hzj71d1oOzb""}",https://api.spotify.com/v1/artists/1P184E1yqU3hzj71d1oOzb,1P184E1yqU3hzj71d1oOzb,Smoky,artist,spotify:artist:1P184E1yqU3hzj71d1oOzb
"{""spotify"": ""https://open.spotify.com/artist/1PNgAcUW6UgN59okEaTpvG""}",https://api.spotify.com/v1/artists/1PNgAcUW6UgN59okEaTpvG,1PNgAcUW6UgN59okEaTpvG,McKlopedia,artist,spotify:artist:1PNgAcUW6UgN59okEaTpvG
"{""spotify"": ""https://open.spotify.com/artist/1Q6SZxTvaE3HhslV0iXbI6""}",https://api.spotify.com/v1/artists/1Q6SZxTvaE3HhslV0iXbI6,1Q6SZxTvaE3HhslV0iXbI6,Herencia de Patrones,artist,spotify:artist:1Q6SZxTvaE3HhslV0iXbI6
"{""spotify"": ""https://open.spotify.com/artist/1QhaqxeqF9sipS2gwbEKpu""}",https://api.spotify.com/v1/artists/1QhaqxeqF9sipS2gwbEKpu,1QhaqxeqF9sipS2gwbEKpu,C-Kan,artist,spotify:artist:1QhaqxeqF9sipS2gwbEKpu
"{""spotify"": ""https://open.spotify.com/artist/1RgXxY6uzWo9cjYYwwgVGq""}",https://api.spotify.com/v1/artists/1RgXxY6uzWo9cjYYwwgVGq,1RgXxY6uzWo9cjYYwwgVGq,Jaguares,artist,spotify:artist:1RgXxY6uzWo9cjYYwwgVGq
"{""spotify"": ""https://open.spotify.com/artist/1SupJlEpv7RS2tPNRaHViT""}",https://api.spotify.com/v1/artists/1SupJlEpv7RS2tPNRaHViT,1SupJlEpv7RS2tPNRaHViT,Nicky Jam,artist,spotify:artist:1SupJlEpv7RS2tPNRaHViT
"{""spotify"": ""https://open.spotify.com/artist/1TA5sGRlKUJXBN4ZyJuDIX""}",https://api.spotify.com/v1/artists/1TA5sGRlKUJXBN4ZyJuDIX,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,artist,spotify:artist:1TA5sGRlKUJXBN4ZyJuDIX
"{""spotify"": ""https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft""}",https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft,1URnnhqYAYcrqrcwql10ft,21 Savage,artist,spotify:artist:1URnnhqYAYcrqrcwql10ft
"{""spotify"": ""https://open.spotify.com/artist/1YvkzmaJLVRHSJ8J5YzoaW""}",https://api.spotify.com/v1/artists/1YvkzmaJLVRHSJ8J5YzoaW,1YvkzmaJLVRHSJ8J5YzoaW,Caztro,artist,spotify:artist:1YvkzmaJLVRHSJ8J5YzoaW
"{""spotify"": ""https://open.spotify.com/artist/1ZMJSCQw8DIefcLb1FIpY0""}",https://api.spotify.com/v1/artists/1ZMJSCQw8DIefcLb1FIpY0,1ZMJSCQw8DIefcLb1FIpY0,Los Dareyes De La Sierra,artist,spotify:artist:1ZMJSCQw8DIefcLb1FIpY0
"{""spotify"": ""https://open.spotify.com/artist/1aw0Cdl1DIrtUrUA6fGbAR""}",https://api.spotify.com/v1/artists/1aw0Cdl1DIrtUrUA6fGbAR,1aw0Cdl1DIrtUrUA6fGbAR,Dread Mar I,artist,spotify:artist:1aw0Cdl1DIrtUrUA6fGbAR
"{""spotify"": ""https://open.spotify.com/artist/1b170j0PpkgYWGHMPRsNEM""}",https://api.spotify.com/v1/artists/1b170j0PpkgYWGHMPRsNEM,1b170j0PpkgYWGHMPRsNEM,Achepe,artist,spotify:artist:1b170j0PpkgYWGHMPRsNEM
"{""spotify"": ""https://open.spotify.com/artist/1cUpGtXcSQsovNYEZOQgOG""}",https://api.spotify.com/v1/artists/1cUpGtXcSQsovNYEZOQgOG,1cUpGtXcSQsovNYEZOQgOG,Nanpa Básico,artist,spotify:artist:1cUpGtXcSQsovNYEZOQgOG
"{""spotify"": ""https://open.spotify.com/artist/1dTtCb4nYTZLKpTnJ1f5uU""}",https://api.spotify.com/v1/artists/1dTtCb4nYTZLKpTnJ1f5uU,1dTtCb4nYTZLKpTnJ1f5uU,Gabylonia,artist,spotify:artist:1dTtCb4nYTZLKpTnJ1f5uU
"{""spotify"": ""https://open.spotify.com/artist/1eblaVtbXUDGr90qMXfqAa""}",https://api.spotify.com/v1/artists/1eblaVtbXUDGr90qMXfqAa,1eblaVtbXUDGr90qMXfqAa,Santa Suerte,artist,spotify:artist:1eblaVtbXUDGr90qMXfqAa
"{""spotify"": ""https://open.spotify.com/artist/1fKmFe01L78vPmmiJ10LAs""}",https://api.spotify.com/v1/artists/1fKmFe01L78vPmmiJ10LAs,1fKmFe01L78vPmmiJ10LAs,Malva Nbm,artist,spotify:artist:1fKmFe01L78vPmmiJ10LAs
"{""spotify"": ""https://open.spotify.com/artist/1fux65HMCBvfJHqlBc4Nno""}",https://api.spotify.com/v1/artists/1fux65HMCBvfJHqlBc4Nno,1fux65HMCBvfJHqlBc4Nno,Casper Magico,artist,spotify:artist:1fux65HMCBvfJHqlBc4Nno
"{""spotify"": ""https://open.spotify.com/artist/1g7oLorgcMEQnwkwa8gfO2""}",https://api.spotify.com/v1/artists/1g7oLorgcMEQnwkwa8gfO2,1g7oLorgcMEQnwkwa8gfO2,Robless,artist,spotify:artist:1g7oLorgcMEQnwkwa8gfO2
"{""spotify"": ""https://open.spotify.com/artist/1gPiNBRjOB9XochAAFR3iM""}",https://api.spotify.com/v1/artists/1gPiNBRjOB9XochAAFR3iM,1gPiNBRjOB9XochAAFR3iM,West Gold,artist,spotify:artist:1gPiNBRjOB9XochAAFR3iM
"{""spotify"": ""https://open.spotify.com/artist/1ggnt5q0Sm1yZj7l45ovd8""}",https://api.spotify.com/v1/artists/1ggnt5q0Sm1yZj7l45ovd8,1ggnt5q0Sm1yZj7l45ovd8,Rodesens,artist,spotify:artist:1ggnt5q0Sm1yZj7l45ovd8
"{""spotify"": ""https://open.spotify.com/artist/1hcdI2N1023RvSwLzTtdsp""}",https://api.spotify.com/v1/artists/1hcdI2N1023RvSwLzTtdsp,1hcdI2N1023RvSwLzTtdsp,Natalia Lafourcade,artist,spotify:artist:1hcdI2N1023RvSwLzTtdsp
"{""spotify"": ""https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY""}",https://api.spotify.com/v1/artists/1i8SpTcr7yvPOmcqrbnVXY,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,artist,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY
"{""spotify"": ""https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G""}",https://api.spotify.com/v1/artists/1iIxNEvPPmdFIIP0tdpw6G,1iIxNEvPPmdFIIP0tdpw6G,Los Cadetes De Linares,artist,spotify:artist:1iIxNEvPPmdFIIP0tdpw6G
"{""spotify"": ""https://open.spotify.com/artist/1irqPAT6GzFyRjCVRo1Xv8""}",https://api.spotify.com/v1/artists/1irqPAT6GzFyRjCVRo1Xv8,1irqPAT6GzFyRjCVRo1Xv8,Bexer Big Bastard,artist,spotify:artist:1irqPAT6GzFyRjCVRo1Xv8
"{""spotify"": ""https://open.spotify.com/artist/1jVhcHIGJuk16eqY1Mdtuk""}",https://api.spotify.com/v1/artists/1jVhcHIGJuk16eqY1Mdtuk,1jVhcHIGJuk16eqY1Mdtuk,Dee,artist,spotify:artist:1jVhcHIGJuk16eqY1Mdtuk
"{""spotify"": ""https://open.spotify.com/artist/1mcTU81TzQhprhouKaTkpq""}",https://api.spotify.com/v1/artists/1mcTU81TzQhprhouKaTkpq,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,artist,spotify:artist:1mcTU81TzQhprhouKaTkpq
"{""spotify"": ""https://open.spotify.com/artist/1mvAv5jk1OSd3Tyv4aZEjK""}",https://api.spotify.com/v1/artists/1mvAv5jk1OSd3Tyv4aZEjK,1mvAv5jk1OSd3Tyv4aZEjK,Sho-Hai,artist,spotify:artist:1mvAv5jk1OSd3Tyv4aZEjK
"{""spotify"": ""https://open.spotify.com/artist/1n5zmcIuqHceJQMbbfOECb""}",https://api.spotify.com/v1/artists/1n5zmcIuqHceJQMbbfOECb,1n5zmcIuqHceJQMbbfOECb,Dj Taco,artist,spotify:artist:1n5zmcIuqHceJQMbbfOECb
"{""spotify"": ""https://open.spotify.com/artist/1oH2B8tcHn4Gpl2bmmyd4A""}",https://api.spotify.com/v1/artists/1oH2B8tcHn4Gpl2bmmyd4A,1oH2B8tcHn4Gpl2bmmyd4A,La Santa Grifa,artist,spotify:artist:1oH2B8tcHn4Gpl2bmmyd4A
"{""spotify"": ""https://open.spotify.com/artist/1oHPSeQJBwNmpq0J52Wjn1""}",https://api.spotify.com/v1/artists/1oHPSeQJBwNmpq0J52Wjn1,1oHPSeQJBwNmpq0J52Wjn1,Toser One,artist,spotify:artist:1oHPSeQJBwNmpq0J52Wjn1
"{""spotify"": ""https://open.spotify.com/artist/1pi7nGhOM7PTHR5YEgXVGq""}",https://api.spotify.com/v1/artists/1pi7nGhOM7PTHR5YEgXVGq,1pi7nGhOM7PTHR5YEgXVGq,Villano Antillano,artist,spotify:artist:1pi7nGhOM7PTHR5YEgXVGq
"{""spotify"": ""https://open.spotify.com/artist/1qj6ju6brFpx4KXJegtkMu""}",https://api.spotify.com/v1/artists/1qj6ju6brFpx4KXJegtkMu,1qj6ju6brFpx4KXJegtkMu,RUTA 633,artist,spotify:artist:1qj6ju6brFpx4KXJegtkMu
"{""spotify"": ""https://open.spotify.com/artist/1sjuHgaMooINyMP4cWxaWN""}",https://api.spotify.com/v1/artists/1sjuHgaMooINyMP4cWxaWN,1sjuHgaMooINyMP4cWxaWN,Águila Sativa,artist,spotify:artist:1sjuHgaMooINyMP4cWxaWN
"{""spotify"": ""https://open.spotify.com/artist/1tuNNda2SSH3o4lUms5K6C""}",https://api.spotify.com/v1/artists/1tuNNda2SSH3o4lUms5K6C,1tuNNda2SSH3o4lUms5K6C,Sebastian Esquivel,artist,spotify:artist:1tuNNda2SSH3o4lUms5K6C
"{""spotify"": ""https://open.spotify.com/artist/1txbs9MMkT4FszkaA96atm""}",https://api.spotify.com/v1/artists/1txbs9MMkT4FszkaA96atm,1txbs9MMkT4FszkaA96atm,Coko Yamasaki,artist,spotify:artist:1txbs9MMkT4FszkaA96atm
"{""spotify"": ""https://open.spotify.com/artist/1vrahybrKylgwkjhbmOz94""}",https://api.spotify.com/v1/artists/1vrahybrKylgwkjhbmOz94,1vrahybrKylgwkjhbmOz94,Yera,artist,spotify:artist:1vrahybrKylgwkjhbmOz94
"{""spotify"": ""https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5""}",https://api.spotify.com/v1/artists/1vyhD5VmyZ7KMfW5gqLgo5,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,artist,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5
"{""spotify"": ""https://open.spotify.com/artist/1wGIhYkKWSq4yACtTkCkSX""}",https://api.spotify.com/v1/artists/1wGIhYkKWSq4yACtTkCkSX,1wGIhYkKWSq4yACtTkCkSX,Canserbero,artist,spotify:artist:1wGIhYkKWSq4yACtTkCkSX
"{""spotify"": ""https://open.spotify.com/artist/1xOtUH3e7hrO0nJesm68Ea""}",https://api.spotify.com/v1/artists/1xOtUH3e7hrO0nJesm68Ea,1xOtUH3e7hrO0nJesm68Ea,Salon Victoria,artist,spotify:artist:1xOtUH3e7hrO0nJesm68Ea
"{""spotify"": ""https://open.spotify.com/artist/1yPvnL2XGGehNiOGWzcAAG""}",https://api.spotify.com/v1/artists/1yPvnL2XGGehNiOGWzcAAG,1yPvnL2XGGehNiOGWzcAAG,Dan Sanchez,artist,spotify:artist:1yPvnL2XGGehNiOGWzcAAG
"{""spotify"": ""https://open.spotify.com/artist/20kZ1fvR4TfMUsyXfOOnAm""}",https://api.spotify.com/v1/artists/20kZ1fvR4TfMUsyXfOOnAm,20kZ1fvR4TfMUsyXfOOnAm,Little el Crack,artist,spotify:artist:20kZ1fvR4TfMUsyXfOOnAm
"{""spotify"": ""https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q""}",https://api.spotify.com/v1/artists/20qISvAhX20dpIbOOzGK3q,20qISvAhX20dpIbOOzGK3q,Nas,artist,spotify:artist:20qISvAhX20dpIbOOzGK3q
"{""spotify"": ""https://open.spotify.com/artist/214wdmDstodTL0SEEPDyxb""}",https://api.spotify.com/v1/artists/214wdmDstodTL0SEEPDyxb,214wdmDstodTL0SEEPDyxb,Lirika Inverza,artist,spotify:artist:214wdmDstodTL0SEEPDyxb
"{""spotify"": ""https://open.spotify.com/artist/231yQfVjg9sGhTNsaym9ck""}",https://api.spotify.com/v1/artists/231yQfVjg9sGhTNsaym9ck,231yQfVjg9sGhTNsaym9ck,Código KM,artist,spotify:artist:231yQfVjg9sGhTNsaym9ck
"{""spotify"": ""https://open.spotify.com/artist/23TYM4mYLQjyJLr4x89MjH""}",https://api.spotify.com/v1/artists/23TYM4mYLQjyJLr4x89MjH,23TYM4mYLQjyJLr4x89MjH,Danger,artist,spotify:artist:23TYM4mYLQjyJLr4x89MjH
"{""spotify"": ""https://open.spotify.com/artist/24BYRlsS8uIO4jA71mJ4Js""}",https://api.spotify.com/v1/artists/24BYRlsS8uIO4jA71mJ4Js,24BYRlsS8uIO4jA71mJ4Js,Imran Khan,artist,spotify:artist:24BYRlsS8uIO4jA71mJ4Js
"{""spotify"": ""https://open.spotify.com/artist/25THA9HUHoxpCT4LBp7UsZ""}",https://api.spotify.com/v1/artists/25THA9HUHoxpCT4LBp7UsZ,25THA9HUHoxpCT4LBp7UsZ,Vicentico,artist,spotify:artist:25THA9HUHoxpCT4LBp7UsZ
"{""spotify"": ""https://open.spotify.com/artist/25cgMc5gKIg8HYVY5nXjZQ""}",https://api.spotify.com/v1/artists/25cgMc5gKIg8HYVY5nXjZQ,25cgMc5gKIg8HYVY5nXjZQ,Moska Hernández,artist,spotify:artist:25cgMc5gKIg8HYVY5nXjZQ
"{""spotify"": ""https://open.spotify.com/artist/27Owkm4TGlMqb0BqaEt3PW""}",https://api.spotify.com/v1/artists/27Owkm4TGlMqb0BqaEt3PW,27Owkm4TGlMqb0BqaEt3PW,Molotov,artist,spotify:artist:27Owkm4TGlMqb0BqaEt3PW
"{""spotify"": ""https://open.spotify.com/artist/2Aps4lMllN6Ka9nwm47pcc""}",https://api.spotify.com/v1/artists/2Aps4lMllN6Ka9nwm47pcc,2Aps4lMllN6Ka9nwm47pcc,Kerox,artist,spotify:artist:2Aps4lMllN6Ka9nwm47pcc
"{""spotify"": ""https://open.spotify.com/artist/2C4XRIuhtMu0kN2H1MBJxT""}",https://api.spotify.com/v1/artists/2C4XRIuhtMu0kN2H1MBJxT,2C4XRIuhtMu0kN2H1MBJxT,Kryz HLM,artist,spotify:artist:2C4XRIuhtMu0kN2H1MBJxT
"{""spotify"": ""https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh""}",https://api.spotify.com/v1/artists/2C6i0I5RiGzDKN9IAF8reh,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,artist,spotify:artist:2C6i0I5RiGzDKN9IAF8reh
"{""spotify"": ""https://open.spotify.com/artist/2CNlyTMkVS2IlK0MIWoU8o""}",https://api.spotify.com/v1/artists/2CNlyTMkVS2IlK0MIWoU8o,2CNlyTMkVS2IlK0MIWoU8o,DJ Phat,artist,spotify:artist:2CNlyTMkVS2IlK0MIWoU8o
"{""spotify"": ""https://open.spotify.com/artist/2Ch5zHsrWSpgq7g0WI2UFD""}",https://api.spotify.com/v1/artists/2Ch5zHsrWSpgq7g0WI2UFD,2Ch5zHsrWSpgq7g0WI2UFD,Desert Niños,artist,spotify:artist:2Ch5zHsrWSpgq7g0WI2UFD
"{""spotify"": ""https://open.spotify.com/artist/2DS4PjeNBvf4HQThEehF5c""}",https://api.spotify.com/v1/artists/2DS4PjeNBvf4HQThEehF5c,2DS4PjeNBvf4HQThEehF5c,Sonido Dueñez,artist,spotify:artist:2DS4PjeNBvf4HQThEehF5c
"{""spotify"": ""https://open.spotify.com/artist/2DmYtFBKcxb3ajwWWgA576""}",https://api.spotify.com/v1/artists/2DmYtFBKcxb3ajwWWgA576,2DmYtFBKcxb3ajwWWgA576,Emmanuel,artist,spotify:artist:2DmYtFBKcxb3ajwWWgA576
"{""spotify"": ""https://open.spotify.com/artist/2EkFEL5IvD2W8hpwbjS9yv""}",https://api.spotify.com/v1/artists/2EkFEL5IvD2W8hpwbjS9yv,2EkFEL5IvD2W8hpwbjS9yv,Don Aero,artist,spotify:artist:2EkFEL5IvD2W8hpwbjS9yv
"{""spotify"": ""https://open.spotify.com/artist/2F9icYS5KP4Td9nbxIjo9q""}",https://api.spotify.com/v1/artists/2F9icYS5KP4Td9nbxIjo9q,2F9icYS5KP4Td9nbxIjo9q,Hadrian,artist,spotify:artist:2F9icYS5KP4Td9nbxIjo9q
"{""spotify"": ""https://open.spotify.com/artist/2FS22haX3FYbyOsUAkuYqZ""}",https://api.spotify.com/v1/artists/2FS22haX3FYbyOsUAkuYqZ,2FS22haX3FYbyOsUAkuYqZ,Los Fabulosos Cadillacs,artist,spotify:artist:2FS22haX3FYbyOsUAkuYqZ
"{""spotify"": ""https://open.spotify.com/artist/2Gcx4c9rFAAloAYV2cMGUd""}",https://api.spotify.com/v1/artists/2Gcx4c9rFAAloAYV2cMGUd,2Gcx4c9rFAAloAYV2cMGUd,Proof,artist,spotify:artist:2Gcx4c9rFAAloAYV2cMGUd
"{""spotify"": ""https://open.spotify.com/artist/2I8hlGzbnZKwkCg1EicEdG""}",https://api.spotify.com/v1/artists/2I8hlGzbnZKwkCg1EicEdG,2I8hlGzbnZKwkCg1EicEdG,La Bestia,artist,spotify:artist:2I8hlGzbnZKwkCg1EicEdG
"{""spotify"": ""https://open.spotify.com/artist/2IMZYfNi21MGqxopj9fWx8""}",https://api.spotify.com/v1/artists/2IMZYfNi21MGqxopj9fWx8,2IMZYfNi21MGqxopj9fWx8,Rels B,artist,spotify:artist:2IMZYfNi21MGqxopj9fWx8
"{""spotify"": ""https://open.spotify.com/artist/2Lss2KwJWG97CZIEvyzYfl""}",https://api.spotify.com/v1/artists/2Lss2KwJWG97CZIEvyzYfl,2Lss2KwJWG97CZIEvyzYfl,Chuy Jr,artist,spotify:artist:2Lss2KwJWG97CZIEvyzYfl
"{""spotify"": ""https://open.spotify.com/artist/2N2aJ1SXQxMkhHD8C6fhYD""}",https://api.spotify.com/v1/artists/2N2aJ1SXQxMkhHD8C6fhYD,2N2aJ1SXQxMkhHD8C6fhYD,Millonario,artist,spotify:artist:2N2aJ1SXQxMkhHD8C6fhYD
"{""spotify"": ""https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm""}",https://api.spotify.com/v1/artists/2QWIScpFDNxmS6ZEMIUvgm,2QWIScpFDNxmS6ZEMIUvgm,Julieta Venegas,artist,spotify:artist:2QWIScpFDNxmS6ZEMIUvgm
"{""spotify"": ""https://open.spotify.com/artist/2Rf13iETx8NVJLIc5N6Ub4""}",https://api.spotify.com/v1/artists/2Rf13iETx8NVJLIc5N6Ub4,2Rf13iETx8NVJLIc5N6Ub4,Sick Jacken,artist,spotify:artist:2Rf13iETx8NVJLIc5N6Ub4
"{""spotify"": ""https://open.spotify.com/artist/2TQ4CGgxxCWHqa9yYIGDoU""}",https://api.spotify.com/v1/artists/2TQ4CGgxxCWHqa9yYIGDoU,2TQ4CGgxxCWHqa9yYIGDoU,Big Soto,artist,spotify:artist:2TQ4CGgxxCWHqa9yYIGDoU
"{""spotify"": ""https://open.spotify.com/artist/2UZIAOlrnyZmyzt1nuXr9y""}",https://api.spotify.com/v1/artists/2UZIAOlrnyZmyzt1nuXr9y,2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,artist,spotify:artist:2UZIAOlrnyZmyzt1nuXr9y
"{""spotify"": ""https://open.spotify.com/artist/2XcZshqzPKm3iZcmt73R8D""}",https://api.spotify.com/v1/artists/2XcZshqzPKm3iZcmt73R8D,2XcZshqzPKm3iZcmt73R8D,Pablo Chill-E,artist,spotify:artist:2XcZshqzPKm3iZcmt73R8D
"{""spotify"": ""https://open.spotify.com/artist/2ai0soTBUbXpAdBZBEKkmh""}",https://api.spotify.com/v1/artists/2ai0soTBUbXpAdBZBEKkmh,2ai0soTBUbXpAdBZBEKkmh,Pistola Bang,artist,spotify:artist:2ai0soTBUbXpAdBZBEKkmh
"{""spotify"": ""https://open.spotify.com/artist/2bj9MQez88g09q4NSr2xjS""}",https://api.spotify.com/v1/artists/2bj9MQez88g09q4NSr2xjS,2bj9MQez88g09q4NSr2xjS,Bocafloja,artist,spotify:artist:2bj9MQez88g09q4NSr2xjS
"{""spotify"": ""https://open.spotify.com/artist/2d9LRvQJnAXRijqIJDDs2K""}",https://api.spotify.com/v1/artists/2d9LRvQJnAXRijqIJDDs2K,2d9LRvQJnAXRijqIJDDs2K,Emicida,artist,spotify:artist:2d9LRvQJnAXRijqIJDDs2K
"{""spotify"": ""https://open.spotify.com/artist/2fiiGUBgPsIKDCE0bTthnl""}",https://api.spotify.com/v1/artists/2fiiGUBgPsIKDCE0bTthnl,2fiiGUBgPsIKDCE0bTthnl,Ska-P,artist,spotify:artist:2fiiGUBgPsIKDCE0bTthnl
"{""spotify"": ""https://open.spotify.com/artist/2hejA1Dkf8v8R0koF44FvW""}",https://api.spotify.com/v1/artists/2hejA1Dkf8v8R0koF44FvW,2hejA1Dkf8v8R0koF44FvW,Gera MX,artist,spotify:artist:2hejA1Dkf8v8R0koF44FvW
"{""spotify"": ""https://open.spotify.com/artist/2jE5NeCBZpgohvRLtQ6v0O""}",https://api.spotify.com/v1/artists/2jE5NeCBZpgohvRLtQ6v0O,2jE5NeCBZpgohvRLtQ6v0O,Ronald El Killa,artist,spotify:artist:2jE5NeCBZpgohvRLtQ6v0O
"{""spotify"": ""https://open.spotify.com/artist/2lrtGWxNXWjd0JzDLKXubI""}",https://api.spotify.com/v1/artists/2lrtGWxNXWjd0JzDLKXubI,2lrtGWxNXWjd0JzDLKXubI,Berner,artist,spotify:artist:2lrtGWxNXWjd0JzDLKXubI
"{""spotify"": ""https://open.spotify.com/artist/2mkMNs2mphrkggZ7me38j1""}",https://api.spotify.com/v1/artists/2mkMNs2mphrkggZ7me38j1,2mkMNs2mphrkggZ7me38j1,Tijuana No!,artist,spotify:artist:2mkMNs2mphrkggZ7me38j1
"{""spotify"": ""https://open.spotify.com/artist/2nJOVl8u7PntefIs1Uwb4z""}",https://api.spotify.com/v1/artists/2nJOVl8u7PntefIs1Uwb4z,2nJOVl8u7PntefIs1Uwb4z,Don Kalavera,artist,spotify:artist:2nJOVl8u7PntefIs1Uwb4z
"{""spotify"": ""https://open.spotify.com/artist/2pFRwJDkZ3pvmzufOh2mc1""}",https://api.spotify.com/v1/artists/2pFRwJDkZ3pvmzufOh2mc1,2pFRwJDkZ3pvmzufOh2mc1,Barbarela,artist,spotify:artist:2pFRwJDkZ3pvmzufOh2mc1
"{""spotify"": ""https://open.spotify.com/artist/2pvyE8W9RWESQxkyAWZqgY""}",https://api.spotify.com/v1/artists/2pvyE8W9RWESQxkyAWZqgY,2pvyE8W9RWESQxkyAWZqgY,Apache,artist,spotify:artist:2pvyE8W9RWESQxkyAWZqgY
"{""spotify"": ""https://open.spotify.com/artist/2q9p1IXueDbcN4de5C9fI2""}",https://api.spotify.com/v1/artists/2q9p1IXueDbcN4de5C9fI2,2q9p1IXueDbcN4de5C9fI2,Lng Sht,artist,spotify:artist:2q9p1IXueDbcN4de5C9fI2
"{""spotify"": ""https://open.spotify.com/artist/2qAN5f6Dcq9KTMt3PbcjC1""}",https://api.spotify.com/v1/artists/2qAN5f6Dcq9KTMt3PbcjC1,2qAN5f6Dcq9KTMt3PbcjC1,Absa G.,artist,spotify:artist:2qAN5f6Dcq9KTMt3PbcjC1
"{""spotify"": ""https://open.spotify.com/artist/2rMNgpqzircdgLQo0thnOf""}",https://api.spotify.com/v1/artists/2rMNgpqzircdgLQo0thnOf,2rMNgpqzircdgLQo0thnOf,Oldtape,artist,spotify:artist:2rMNgpqzircdgLQo0thnOf
"{""spotify"": ""https://open.spotify.com/artist/2sSGPbdZJkaSE2AbcGOACx""}",https://api.spotify.com/v1/artists/2sSGPbdZJkaSE2AbcGOACx,2sSGPbdZJkaSE2AbcGOACx,The Marías,artist,spotify:artist:2sSGPbdZJkaSE2AbcGOACx
"{""spotify"": ""https://open.spotify.com/artist/2tU377oBzcCBbRNeVve8FC""}",https://api.spotify.com/v1/artists/2tU377oBzcCBbRNeVve8FC,2tU377oBzcCBbRNeVve8FC,Go Golden Junk,artist,spotify:artist:2tU377oBzcCBbRNeVve8FC
"{""spotify"": ""https://open.spotify.com/artist/2uG7vLSehD2quPeYSPkT73""}",https://api.spotify.com/v1/artists/2uG7vLSehD2quPeYSPkT73,2uG7vLSehD2quPeYSPkT73,Tabernario,artist,spotify:artist:2uG7vLSehD2quPeYSPkT73
"{""spotify"": ""https://open.spotify.com/artist/2wC90WSKQd0BvdxJZ0mObr""}",https://api.spotify.com/v1/artists/2wC90WSKQd0BvdxJZ0mObr,2wC90WSKQd0BvdxJZ0mObr,El Komander,artist,spotify:artist:2wC90WSKQd0BvdxJZ0mObr
"{""spotify"": ""https://open.spotify.com/artist/30BSBWLKnYJION1lCPugXc""}",https://api.spotify.com/v1/artists/30BSBWLKnYJION1lCPugXc,30BSBWLKnYJION1lCPugXc,Santa RM,artist,spotify:artist:30BSBWLKnYJION1lCPugXc
"{""spotify"": ""https://open.spotify.com/artist/30CTTIqrcr82nS6B40j975""}",https://api.spotify.com/v1/artists/30CTTIqrcr82nS6B40j975,30CTTIqrcr82nS6B40j975,Robot95,artist,spotify:artist:30CTTIqrcr82nS6B40j975
"{""spotify"": ""https://open.spotify.com/artist/30XfbCbtW4PAJ5mvhoajY2""}",https://api.spotify.com/v1/artists/30XfbCbtW4PAJ5mvhoajY2,30XfbCbtW4PAJ5mvhoajY2,Maxx Gallo,artist,spotify:artist:30XfbCbtW4PAJ5mvhoajY2
"{""spotify"": ""https://open.spotify.com/artist/31l8FA2bO5qxpqf8uhV5eZ""}",https://api.spotify.com/v1/artists/31l8FA2bO5qxpqf8uhV5eZ,31l8FA2bO5qxpqf8uhV5eZ,Millonario & W. Corona,artist,spotify:artist:31l8FA2bO5qxpqf8uhV5eZ
"{""spotify"": ""https://open.spotify.com/artist/31opIYTivWACiXXzX2khlj""}",https://api.spotify.com/v1/artists/31opIYTivWACiXXzX2khlj,31opIYTivWACiXXzX2khlj,Denilson,artist,spotify:artist:31opIYTivWACiXXzX2khlj
"{""spotify"": ""https://open.spotify.com/artist/32x1uogH2zajP85pzZAtuE""}",https://api.spotify.com/v1/artists/32x1uogH2zajP85pzZAtuE,32x1uogH2zajP85pzZAtuE,Axel,artist,spotify:artist:32x1uogH2zajP85pzZAtuE
"{""spotify"": ""https://open.spotify.com/artist/33ScadVnbm2X8kkUqOkC6Z""}",https://api.spotify.com/v1/artists/33ScadVnbm2X8kkUqOkC6Z,33ScadVnbm2X8kkUqOkC6Z,Don Omar,artist,spotify:artist:33ScadVnbm2X8kkUqOkC6Z
"{""spotify"": ""https://open.spotify.com/artist/341CfLcUdaBGixB8IJjYwW""}",https://api.spotify.com/v1/artists/341CfLcUdaBGixB8IJjYwW,341CfLcUdaBGixB8IJjYwW,Lupillo Rivera,artist,spotify:artist:341CfLcUdaBGixB8IJjYwW
