album_type,artists,external_urls,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri,album_group,is_playable
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/5lYeiQxUTcGKVgAuTqbTeL""}, ""href"": ""https://api.spotify.com/v1/artists/5lYeiQxUTcGKVgAuTqbTeL"", ""id"": ""5lYeiQxUTcGKVgAuTqbTeL"", ""name"": ""Charles Ans"", ""type"": ""artist"", ""uri"": ""spotify:artist:5lYeiQxUTcGKVgAuTqbTeL""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0x2z4hugJaiGdTP0lzhxvO""}, ""href"": ""https://api.spotify.com/v1/artists/0x2z4hugJaiGdTP0lzhxvO"", ""id"": ""0x2z4hugJaiGdTP0lzhxvO"", ""name"": ""A.C.O"", ""type"": ""artist"", ""uri"": ""spotify:artist:0x2z4hugJaiGdTP0lzhxvO""}]","{""spotify"": ""https://open.spotify.com/album/6zDU1Cdy2eUK2MwbdneNXW""}",https://api.spotify.com/v1/albums/6zDU1Cdy2eUK2MwbdneNXW,6zDU1Cdy2eUK2MwbdneNXW,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2739ce07ccde6cb1c41b31d9f7e"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e029ce07ccde6cb1c41b31d9f7e"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048519ce07ccde6cb1c41b31d9f7e"", ""width"": 64}]",7:21,2020-04-10,day,1,album,spotify:album:6zDU1Cdy2eUK2MwbdneNXW,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4TK1gDgb7QKoPFlzRrBRgR""}, ""href"": ""https://api.spotify.com/v1/artists/4TK1gDgb7QKoPFlzRrBRgR"", ""id"": ""4TK1gDgb7QKoPFlzRrBRgR"", ""name"": ""Los Enanitos Verdes"", ""type"": ""artist"", ""uri"": ""spotify:artist:4TK1gDgb7QKoPFlzRrBRgR""}]","{""spotify"": ""https://open.spotify.com/album/6zGGjiyCeY36tgNrxsFrK9""}",https://api.spotify.com/v1/albums/6zGGjiyCeY36tgNrxsFrK9,6zGGjiyCeY36tgNrxsFrK9,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27326ef97df3a0f945ef7809702"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0226ef97df3a0f945ef7809702"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485126ef97df3a0f945ef7809702"", ""width"": 64}]",En Vivo,2004-01-01,day,16,album,spotify:album:6zGGjiyCeY36tgNrxsFrK9,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1gPiNBRjOB9XochAAFR3iM""}, ""href"": ""https://api.spotify.com/v1/artists/1gPiNBRjOB9XochAAFR3iM"", ""id"": ""1gPiNBRjOB9XochAAFR3iM"", ""name"": ""West Gold"", ""type"": ""artist"", ""uri"": ""spotify:artist:1gPiNBRjOB9XochAAFR3iM""}]","{""spotify"": ""https://open.spotify.com/album/709GgE0luZdMQj7LrWaoVh""}",https://api.spotify.com/v1/albums/709GgE0luZdMQj7LrWaoVh,709GgE0luZdMQj7LrWaoVh,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273e976d06f431a33f0a7c548a6"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02e976d06f431a33f0a7c548a6"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851e976d06f431a33f0a7c548a6"", ""width"": 64}]",Weekend,2019-10-18,day,1,album,spotify:album:709GgE0luZdMQj7LrWaoVh,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4bxF5XAQTgaUNG7j9iNkt8""}, ""href"": ""https://api.spotify.com/v1/artists/4bxF5XAQTgaUNG7j9iNkt8"", ""id"": ""4bxF5XAQTgaUNG7j9iNkt8"", ""name"": ""Ben Daval"", ""type"": ""artist"", ""uri"": ""spotify:artist:4bxF5XAQTgaUNG7j9iNkt8""}]","{""spotify"": ""https://open.spotify.com/album/70KMGNltLlzQfdLPIbmDPB""}",https://api.spotify.com/v1/albums/70KMGNltLlzQfdLPIbmDPB,70KMGNltLlzQfdLPIbmDPB,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273332314e2b1db7c0cec3ffd7c"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02332314e2b1db7c0cec3ffd7c"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851332314e2b1db7c0cec3ffd7c"", ""width"": 64}]",A Tiempo,2021-03-19,day,7,album,spotify:album:70KMGNltLlzQfdLPIbmDPB,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4TPTW3cTwUtiihgOMSQfmy""}, ""href"": ""https://api.spotify.com/v1/artists/4TPTW3cTwUtiihgOMSQfmy"", ""id"": ""4TPTW3cTwUtiihgOMSQfmy"", ""name"": ""Mexican Institute Of Sound"", ""type"": ""artist"", ""uri"": ""spotify:artist:4TPTW3cTwUtiihgOMSQfmy""}]","{""spotify"": ""https://open.spotify.com/album/70WPUwHcJq2pRObNPByUaV""}",https://api.spotify.com/v1/albums/70WPUwHcJq2pRObNPByUaV,70WPUwHcJq2pRObNPByUaV,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273df886fe0ce9508891244e662"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02df886fe0ce9508891244e662"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851df886fe0ce9508891244e662"", ""width"": 64}]",Méjico Máxico,2006-08-15,day,15,album,spotify:album:70WPUwHcJq2pRObNPByUaV,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4Hzj6dfl1y5x5TzCSsvLB6""}, ""href"": ""https://api.spotify.com/v1/artists/4Hzj6dfl1y5x5TzCSsvLB6"", ""id"": ""4Hzj6dfl1y5x5TzCSsvLB6"", ""name"": ""Remik Gonzalez"", ""type"": ""artist"", ""uri"": ""spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6""}]","{""spotify"": ""https://open.spotify.com/album/70n07qVrWCKKf7S0Nq6iNV""}",https://api.spotify.com/v1/albums/70n07qVrWCKKf7S0Nq6iNV,70n07qVrWCKKf7S0Nq6iNV,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2737176e9065dd6fbc894bdaa0a"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e027176e9065dd6fbc894bdaa0a"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048517176e9065dd6fbc894bdaa0a"", ""width"": 64}]",Maria,2017-09-13,day,10,album,spotify:album:70n07qVrWCKKf7S0Nq6iNV,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3vV4Tf1iC8vEP9fLOLGUfP""}, ""href"": ""https://api.spotify.com/v1/artists/3vV4Tf1iC8vEP9fLOLGUfP"", ""id"": ""3vV4Tf1iC8vEP9fLOLGUfP"", ""name"": ""La Banda Baston"", ""type"": ""artist"", ""uri"": ""spotify:artist:3vV4Tf1iC8vEP9fLOLGUfP""}]","{""spotify"": ""https://open.spotify.com/album/71OOY6O8tNRJNxTW4y3gGy""}",https://api.spotify.com/v1/albums/71OOY6O8tNRJNxTW4y3gGy,71OOY6O8tNRJNxTW4y3gGy,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27327ad16e906d29c1d8e3266fb"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0227ad16e906d29c1d8e3266fb"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485127ad16e906d29c1d8e3266fb"", ""width"": 64}]",Remixes Fantasma,2020-03-27,day,6,album,spotify:album:71OOY6O8tNRJNxTW4y3gGy,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/79VjkJJEo8D7HbNfDWfFtJ""}, ""href"": ""https://api.spotify.com/v1/artists/79VjkJJEo8D7HbNfDWfFtJ"", ""id"": ""79VjkJJEo8D7HbNfDWfFtJ"", ""name"": ""Homegrown Mafia"", ""type"": ""artist"", ""uri"": ""spotify:artist:79VjkJJEo8D7HbNfDWfFtJ""}]","{""spotify"": ""https://open.spotify.com/album/71oExaKpAW0XrtIRcocaGU""}",https://api.spotify.com/v1/albums/71oExaKpAW0XrtIRcocaGU,71oExaKpAW0XrtIRcocaGU,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273d0af68dbc85a3298fda7e3bf"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02d0af68dbc85a3298fda7e3bf"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851d0af68dbc85a3298fda7e3bf"", ""width"": 64}]",Homegrizzy Boyz,2016-11-18,day,1,album,spotify:album:71oExaKpAW0XrtIRcocaGU,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2hejA1Dkf8v8R0koF44FvW""}, ""href"": ""https://api.spotify.com/v1/artists/2hejA1Dkf8v8R0koF44FvW"", ""id"": ""2hejA1Dkf8v8R0koF44FvW"", ""name"": ""Gera MX"", ""type"": ""artist"", ""uri"": ""spotify:artist:2hejA1Dkf8v8R0koF44FvW""}]","{""spotify"": ""https://open.spotify.com/album/72AgLJrge61AYrpf2zH8rl""}",https://api.spotify.com/v1/albums/72AgLJrge61AYrpf2zH8rl,72AgLJrge61AYrpf2zH8rl,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2738c92e8f4ba7c9b4b833cda14"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e028c92e8f4ba7c9b4b833cda14"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048518c92e8f4ba7c9b4b833cda14"", ""width"": 64}]",Huracán,2019-12-10,day,1,album,spotify:album:72AgLJrge61AYrpf2zH8rl,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1QhaqxeqF9sipS2gwbEKpu""}, ""href"": ""https://api.spotify.com/v1/artists/1QhaqxeqF9sipS2gwbEKpu"", ""id"": ""1QhaqxeqF9sipS2gwbEKpu"", ""name"": ""C-Kan"", ""type"": ""artist"", ""uri"": ""spotify:artist:1QhaqxeqF9sipS2gwbEKpu""}]","{""spotify"": ""https://open.spotify.com/album/72g5Dfn8G8L03RVVrKQfms""}",https://api.spotify.com/v1/albums/72g5Dfn8G8L03RVVrKQfms,72g5Dfn8G8L03RVVrKQfms,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273bb79aebd997f739d3affa03e"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02bb79aebd997f739d3affa03e"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851bb79aebd997f739d3affa03e"", ""width"": 64}]",Santa Maria,2019-10-25,day,1,album,spotify:album:72g5Dfn8G8L03RVVrKQfms,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0zgFL90nGTrH2iOMD8Vysy""}, ""href"": ""https://api.spotify.com/v1/artists/0zgFL90nGTrH2iOMD8Vysy"", ""id"": ""0zgFL90nGTrH2iOMD8Vysy"", ""name"": ""Sabino"", ""type"": ""artist"", ""uri"": ""spotify:artist:0zgFL90nGTrH2iOMD8Vysy""}]","{""spotify"": ""https://open.spotify.com/album/72j5e1mfYPEHzp2t7Poq3P""}",https://api.spotify.com/v1/albums/72j5e1mfYPEHzp2t7Poq3P,72j5e1mfYPEHzp2t7Poq3P,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2737e8740083c70da7a79b1df7d"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e027e8740083c70da7a79b1df7d"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048517e8740083c70da7a79b1df7d"", ""width"": 64}]",Jalo,2019-04-26,day,1,album,spotify:album:72j5e1mfYPEHzp2t7Poq3P,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/5lYeiQxUTcGKVgAuTqbTeL""}, ""href"": ""https://api.spotify.com/v1/artists/5lYeiQxUTcGKVgAuTqbTeL"", ""id"": ""5lYeiQxUTcGKVgAuTqbTeL"", ""name"": ""Charles Ans"", ""type"": ""artist"", ""uri"": ""spotify:artist:5lYeiQxUTcGKVgAuTqbTeL""}]","{""spotify"": ""https://open.spotify.com/album/72ufse2rZtPBMZiyu1ncI5""}",https://api.spotify.com/v1/albums/72ufse2rZtPBMZiyu1ncI5,72ufse2rZtPBMZiyu1ncI5,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27321fe9c8bb51a93e01256b501"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0221fe9c8bb51a93e01256b501"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485121fe9c8bb51a93e01256b501"", ""width"": 64}]","Sin Gafas, Sin Filtros",2020-03-06,day,1,album,spotify:album:72ufse2rZtPBMZiyu1ncI5,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1BIPunmLho7BYxe9gD4bFg""}, ""href"": ""https://api.spotify.com/v1/artists/1BIPunmLho7BYxe9gD4bFg"", ""id"": ""1BIPunmLho7BYxe9gD4bFg"", ""name"": ""Kiddie Gang"", ""type"": ""artist"", ""uri"": ""spotify:artist:1BIPunmLho7BYxe9gD4bFg""}]","{""spotify"": ""https://open.spotify.com/album/73U9FQWDJIjEpIYyEppCMT""}",https://api.spotify.com/v1/albums/73U9FQWDJIjEpIYyEppCMT,73U9FQWDJIjEpIYyEppCMT,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273345db3d38f819ba59a2e3b85"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02345db3d38f819ba59a2e3b85"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851345db3d38f819ba59a2e3b85"", ""width"": 64}]",BENDITO,2019-08-01,day,1,album,spotify:album:73U9FQWDJIjEpIYyEppCMT,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1jVhcHIGJuk16eqY1Mdtuk""}, ""href"": ""https://api.spotify.com/v1/artists/1jVhcHIGJuk16eqY1Mdtuk"", ""id"": ""1jVhcHIGJuk16eqY1Mdtuk"", ""name"": ""Dee"", ""type"": ""artist"", ""uri"": ""spotify:artist:1jVhcHIGJuk16eqY1Mdtuk""}]","{""spotify"": ""https://open.spotify.com/album/73g5DF1QgfFEMrBwZ5c9ET""}",https://api.spotify.com/v1/albums/73g5DF1QgfFEMrBwZ5c9ET,73g5DF1QgfFEMrBwZ5c9ET,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2738278506237c6cb95f4a2df3c"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e028278506237c6cb95f4a2df3c"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048518278506237c6cb95f4a2df3c"", ""width"": 64}]",Ojo de Gato,2021-08-13,day,12,album,spotify:album:73g5DF1QgfFEMrBwZ5c9ET,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7eU5CvFPPiqSqnKiNmZNy7""}, ""href"": ""https://api.spotify.com/v1/artists/7eU5CvFPPiqSqnKiNmZNy7"", ""id"": ""7eU5CvFPPiqSqnKiNmZNy7"", ""name"": ""Dyablo"", ""type"": ""artist"", ""uri"": ""spotify:artist:7eU5CvFPPiqSqnKiNmZNy7""}]","{""spotify"": ""https://open.spotify.com/album/74GZZf31r118AbJiR6WSsL""}",https://api.spotify.com/v1/albums/74GZZf31r118AbJiR6WSsL,74GZZf31r118AbJiR6WSsL,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273a566c94f9c52d903cb5af657"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02a566c94f9c52d903cb5af657"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851a566c94f9c52d903cb5af657"", ""width"": 64}]","CRTFYD Files, Vol .2",2019-05-31,day,12,album,spotify:album:74GZZf31r118AbJiR6WSsL,album,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of""}, ""href"": ""https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of"", ""id"": ""0LyfQWJT6nXafLPZqxe9Of"", ""name"": ""Various Artists"", ""type"": ""artist"", ""uri"": ""spotify:artist:0LyfQWJT6nXafLPZqxe9Of""}]","{""spotify"": ""https://open.spotify.com/album/74MnBAt8ADj9XZjmUiro9f""}",https://api.spotify.com/v1/albums/74MnBAt8ADj9XZjmUiro9f,74MnBAt8ADj9XZjmUiro9f,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273a1df4389d6c0f94d16acdae8"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02a1df4389d6c0f94d16acdae8"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851a1df4389d6c0f94d16acdae8"", ""width"": 64}]",Cypher,2019-12-04,day,1,album,spotify:album:74MnBAt8ADj9XZjmUiro9f,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/5lYeiQxUTcGKVgAuTqbTeL""}, ""href"": ""https://api.spotify.com/v1/artists/5lYeiQxUTcGKVgAuTqbTeL"", ""id"": ""5lYeiQxUTcGKVgAuTqbTeL"", ""name"": ""Charles Ans"", ""type"": ""artist"", ""uri"": ""spotify:artist:5lYeiQxUTcGKVgAuTqbTeL""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1cUpGtXcSQsovNYEZOQgOG""}, ""href"": ""https://api.spotify.com/v1/artists/1cUpGtXcSQsovNYEZOQgOG"", ""id"": ""1cUpGtXcSQsovNYEZOQgOG"", ""name"": ""Nanpa Básico"", ""type"": ""artist"", ""uri"": ""spotify:artist:1cUpGtXcSQsovNYEZOQgOG""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/5pIapcAHb6WV4fUjfQchMf""}, ""href"": ""https://api.spotify.com/v1/artists/5pIapcAHb6WV4fUjfQchMf"", ""id"": ""5pIapcAHb6WV4fUjfQchMf"", ""name"": ""Sharif"", ""type"": ""artist"", ""uri"": ""spotify:artist:5pIapcAHb6WV4fUjfQchMf""}]","{""spotify"": ""https://open.spotify.com/album/74h1UctdpODA4PIm2Bq4J6""}",https://api.spotify.com/v1/albums/74h1UctdpODA4PIm2Bq4J6,74h1UctdpODA4PIm2Bq4J6,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273d761eeb45162a8e99d29650f"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02d761eeb45162a8e99d29650f"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851d761eeb45162a8e99d29650f"", ""width"": 64}]",En Lo Malo Me Va Bien,2021-11-26,day,1,album,spotify:album:74h1UctdpODA4PIm2Bq4J6,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1FCItwxfRieMGhR0eRxotU""}, ""href"": ""https://api.spotify.com/v1/artists/1FCItwxfRieMGhR0eRxotU"", ""id"": ""1FCItwxfRieMGhR0eRxotU"", ""name"": ""Rich Vagos"", ""type"": ""artist"", ""uri"": ""spotify:artist:1FCItwxfRieMGhR0eRxotU""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6JG2QQcaQBzinELNvu9PRk""}, ""href"": ""https://api.spotify.com/v1/artists/6JG2QQcaQBzinELNvu9PRk"", ""id"": ""6JG2QQcaQBzinELNvu9PRk"", ""name"": ""Bipo Montana"", ""type"": ""artist"", ""uri"": ""spotify:artist:6JG2QQcaQBzinELNvu9PRk""}]","{""spotify"": ""https://open.spotify.com/album/74nLlsYKi6JefJUSNxpmgN""}",https://api.spotify.com/v1/albums/74nLlsYKi6JefJUSNxpmgN,74nLlsYKi6JefJUSNxpmgN,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2734d472af0a8db6827714b720c"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e024d472af0a8db6827714b720c"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048514d472af0a8db6827714b720c"", ""width"": 64}]",No Hay Otra Manera,2021-04-30,day,1,album,spotify:album:74nLlsYKi6JefJUSNxpmgN,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1gPiNBRjOB9XochAAFR3iM""}, ""href"": ""https://api.spotify.com/v1/artists/1gPiNBRjOB9XochAAFR3iM"", ""id"": ""1gPiNBRjOB9XochAAFR3iM"", ""name"": ""West Gold"", ""type"": ""artist"", ""uri"": ""spotify:artist:1gPiNBRjOB9XochAAFR3iM""}]","{""spotify"": ""https://open.spotify.com/album/74nrRZkOkVCPZQKfOOQkGW""}",https://api.spotify.com/v1/albums/74nrRZkOkVCPZQKfOOQkGW,74nrRZkOkVCPZQKfOOQkGW,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27301f4323abe7454cf7cee31cc"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0201f4323abe7454cf7cee31cc"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485101f4323abe7454cf7cee31cc"", ""width"": 64}]",Stay Gold,2021-02-18,day,16,album,spotify:album:74nrRZkOkVCPZQKfOOQkGW,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp""}, ""href"": ""https://api.spotify.com/v1/artists/7An4yvF7hDYDolN4m5zKBp"", ""id"": ""7An4yvF7hDYDolN4m5zKBp"", ""name"": ""Soda Stereo"", ""type"": ""artist"", ""uri"": ""spotify:artist:7An4yvF7hDYDolN4m5zKBp""}]","{""spotify"": ""https://open.spotify.com/album/75LbseLsPdTkMO9oUD9J8n""}",https://api.spotify.com/v1/albums/75LbseLsPdTkMO9oUD9J8n,75LbseLsPdTkMO9oUD9J8n,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273017ed8a01b6648a9d1fe2f58"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02017ed8a01b6648a9d1fe2f58"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851017ed8a01b6648a9d1fe2f58"", ""width"": 64}]",Originales - 20 Exitos,1983,year,20,album,spotify:album:75LbseLsPdTkMO9oUD9J8n,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/30CTTIqrcr82nS6B40j975""}, ""href"": ""https://api.spotify.com/v1/artists/30CTTIqrcr82nS6B40j975"", ""id"": ""30CTTIqrcr82nS6B40j975"", ""name"": ""Robot95"", ""type"": ""artist"", ""uri"": ""spotify:artist:30CTTIqrcr82nS6B40j975""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0U5RYP2HMdGv2GhicLhkOI""}, ""href"": ""https://api.spotify.com/v1/artists/0U5RYP2HMdGv2GhicLhkOI"", ""id"": ""0U5RYP2HMdGv2GhicLhkOI"", ""name"": ""Neto Peña"", ""type"": ""artist"", ""uri"": ""spotify:artist:0U5RYP2HMdGv2GhicLhkOI""}]","{""spotify"": ""https://open.spotify.com/album/75Mx4x35IQXPFkq8Z9jxK8""}",https://api.spotify.com/v1/albums/75Mx4x35IQXPFkq8Z9jxK8,75Mx4x35IQXPFkq8Z9jxK8,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273ed6c97d4996d564ba5f78ff2"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02ed6c97d4996d564ba5f78ff2"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851ed6c97d4996d564ba5f78ff2"", ""width"": 64}]",Por Ti Estoy Loco,2020-08-21,day,1,album,spotify:album:75Mx4x35IQXPFkq8Z9jxK8,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3bAGW0dsXwUAJMk7s8a5vB""}, ""href"": ""https://api.spotify.com/v1/artists/3bAGW0dsXwUAJMk7s8a5vB"", ""id"": ""3bAGW0dsXwUAJMk7s8a5vB"", ""name"": ""rest in pimpp"", ""type"": ""artist"", ""uri"": ""spotify:artist:3bAGW0dsXwUAJMk7s8a5vB""}]","{""spotify"": ""https://open.spotify.com/album/75lEEXRRTzTxTBXr96Cxj1""}",https://api.spotify.com/v1/albums/75lEEXRRTzTxTBXr96Cxj1,75lEEXRRTzTxTBXr96Cxj1,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273c0a7a27792b4d250bb37fea9"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02c0a7a27792b4d250bb37fea9"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851c0a7a27792b4d250bb37fea9"", ""width"": 64}]",no me incomoda,2023-04-26,day,1,album,spotify:album:75lEEXRRTzTxTBXr96Cxj1,single,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP""}, ""href"": ""https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP"", ""id"": ""7tYKF4w9nC0nq9CsPZTHyP"", ""name"": ""SZA"", ""type"": ""artist"", ""uri"": ""spotify:artist:7tYKF4w9nC0nq9CsPZTHyP""}]","{""spotify"": ""https://open.spotify.com/album/76290XdXVF9rPzGdNRWdCh""}",https://api.spotify.com/v1/albums/76290XdXVF9rPzGdNRWdCh,76290XdXVF9rPzGdNRWdCh,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e024c79d5ec52a6d0302f3add25"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048514c79d5ec52a6d0302f3add25"", ""width"": 64}]",Ctrl,2017-06-09,day,14,album,spotify:album:76290XdXVF9rPzGdNRWdCh,,
